heart	kidney	liver	ovary
ENSANAG00000030382	0	0	0.3734801	0.117127
ENSANAG00000030383	2.611939	3.345372	2.662124	3.967782
ENSANAG00000030384	1.175327	1.642369	0.652335	1.821563
ENSANAG00000030385	2.094459	0.728734	0.3199922	0.6896126
ENSANAG00000030387	1.287059	3.976773	0.8584792	1.218422
ENSANAG00000030388	5.287306	3.681921	2.349292	3.112004
ENSANAG00000030389	1.878592	2.142047	1.785015	1.827713
ENSANAG00000030390	0	0.8548327	0.567007	0.3766293
ENSANAG00000030391	2.818028	2.187524	1.448288	5.31511
ENSANAG00000030392	0	0.1434078	1.180383	0
ENSANAG00000030393	0.5277039	4.894415	0	0
ENSANAG00000030394	0.6678948	0	0	0
ENSANAG00000030395	2.987388	2.1103	3.1686	2.859805
ENSANAG00000030396	1.14715	1.653459	0.8436808	1.702795
ENSANAG00000030397	1.243413	2.585962	1.654877	1.323416
ENSANAG00000030398	3.471994	2.663433	1.676042	4.011165
ENSANAG00000030399	2.533568	1.687674	0.6481267	1.716904
ENSANAG00000030400	0.4303153	0.9881568	0.4591651	1.419354
ENSANAG00000030401	0.7678802	3.182157	1.814739	0.6613848
ENSANAG00000030402	4.278594	4.361312	4.078277	4.827621
ENSANAG00000030403	6.40515	6.047441	5.460993	6.444592
ENSANAG00000030404	4.641355	4.397776	4.664235	4.591541
ENSANAG00000030405	0	2.141727	0.09463767	0
ENSANAG00000030406	1.950315	3.326473	3.293423	3.672459
ENSANAG00000030407	0.4037553	0.5147424	0.3943835	0.3243659
ENSANAG00000030408	1.413583	1.296055	0.7060407	2.842974
ENSANAG00000030409	0.9087084	1.241401	1.247022	1.012476
ENSANAG00000030410	0	0	0	1.580826
ENSANAG00000030411	5.881109	5.797952	5.475098	6.579443
ENSANAG00000030412	0.06090596	1.561973	0.5173775	1.403857
ENSANAG00000030413	0	0	0	0.5794949
ENSANAG00000030414	3.570718	1.639297	0.2531276	1.857981
ENSANAG00000030415	0	0	0.2387269	0.1838574
ENSANAG00000030416	3.840544	5.478684	3.055133	5.94743
ENSANAG00000030418	3.961299	4.700789	3.319566	4.359598
ENSANAG00000030419	1.908675	1.60296	8.856348	2.834859
ENSANAG00000030420	4.950403	2.87015	1.688709	2.316913
ENSANAG00000030421	3.323592	4.564278	4.259114	4.247667
ENSANAG00000030422	3.998464	4.284293	3.583431	5.035984
ENSANAG00000030424	5.822944	5.869077	6.059874	6.484448
ENSANAG00000030425	1.375729	3.647349	3.401345	3.581881
ENSANAG00000030426	0	0	0	0.4525733
ENSANAG00000030428	1.674194	1.790451	1.280452	1.797117
ENSANAG00000030429	1.094555	1.929937	2.050425	2.02664
ENSANAG00000030430	1.482549	1.265725	0.9001902	2.668848
ENSANAG00000030431	0.01784012	1.567151	0.2932092	0.06520197
ENSANAG00000030432	8.53064	8.661732	7.331893	8.539029
ENSANAG00000030433	6.477502	5.835105	5.57617	6.698057
ENSANAG00000030434	1.709159	2.084364	0.9933257	2.316115
ENSANAG00000030435	4.405958	5.092144	2.475689	5.37198
ENSANAG00000030436	3.105395	3.455713	2.463834	4.033678
ENSANAG00000030437	5.89538	6.052996	5.556196	7.003017
ENSANAG00000030438	0	0.7197328	8.695021	0.1636932
ENSANAG00000030439	2.236889	3.308063	3.11955	3.13073
ENSANAG00000030441	5.333059	5.703098	5.67677	6.35701
ENSANAG00000030442	2.917997	3.913904	2.51714	3.949927
ENSANAG00000030443	0.8379957	2.204219	1.686556	0.9105815
ENSANAG00000030444	0.4082369	1.955231	0	0.5480706
ENSANAG00000030445	0.1033615	0	0	0.04869651
ENSANAG00000030446	1.652023	1.386662	0.2041845	2.286257
ENSANAG00000030447	4.544906	4.716596	2.715278	4.785027
ENSANAG00000030448	1.976745	1.412295	0.7798346	1.878745
ENSANAG00000030449	0.2474755	0.6614258	0.6630658	1.413598
ENSANAG00000030450	1.284763	1.945462	1.285858	1.536396
ENSANAG00000030451	4.101401	6.423326	6.035389	4.173733
ENSANAG00000030453	6.608562	7.256586	7.114596	7.781806
ENSANAG00000030454	0	0	0.9566686	0
ENSANAG00000030455	2.022315	2.504542	2.780533	1.93687
ENSANAG00000030456	1.151307	0.6134053	0	1.075765
ENSANAG00000030457	0	0.2880762	0.6002041	0
ENSANAG00000030458	0.6734343	0.543094	0.6841975	2.466087
ENSANAG00000030459	0.4147742	0.3917457	1.181866	4.472182
ENSANAG00000030460	0	0	3.415872	0.01969081
ENSANAG00000030461	0.2533395	0.02472831	0.02492911	0.1798422
ENSANAG00000030462	1.19478	2.218298	0.9424319	1.37824
ENSANAG00000030463	4.650431	5.44859	4.848012	5.668241
ENSANAG00000030464	1.662041	0.8036676	0.1862445	0.5065116
ENSANAG00000030465	0.1192068	0.5382223	0.4785898	0.2084391
ENSANAG00000030466	1.829131	2.687979	5.192809	0.6852154
ENSANAG00000030467	3.982765	3.172993	2.251958	4.770855
ENSANAG00000030468	5.054415	4.838784	4.513474	5.230208
ENSANAG00000030469	0.7070194	2.289575	0.7131653	0.7858987
ENSANAG00000030470	4.235643	4.44523	3.59678	5.025441
ENSANAG00000030471	2.209354	2.394487	1.940498	2.979992
ENSANAG00000030472	1.400423	2.259878	1.615671	2.239022
ENSANAG00000030473	2.861277	3.414782	3.051908	3.860516
ENSANAG00000030474	3.504313	3.017893	3.206346	4.02085
ENSANAG00000030475	2.253856	1.301626	1.824813	2.023586
ENSANAG00000030476	6.286195	5.356609	4.941792	5.080142
ENSANAG00000030477	1.134642	2.442036	0	0
ENSANAG00000030480	3.290132	5.317462	3.247158	3.798694
ENSANAG00000030481	0.8070268	1.443543	0.4740923	1.560676
ENSANAG00000030482	2.790224	2.650703	3.212594	3.39251
ENSANAG00000030483	0	0	1.785542	0
ENSANAG00000030484	3.684396	4.222276	3.307577	4.904029
ENSANAG00000030485	5.234938	5.925145	5.367441	6.834383
ENSANAG00000030486	6.018997	1.526512	0.5716166	1.860353
ENSANAG00000030487	2.837877	3.421505	3.22496	3.454118
ENSANAG00000030489	0	0.4489253	0	1.1323
ENSANAG00000030490	5.39389	4.73094	5.147313	4.796667
ENSANAG00000030491	1.788498	2.250379	1.489646	2.275386
ENSANAG00000030492	1.720845	2.347227	3.127557	3.339169
ENSANAG00000030493	0.4472174	1.643404	1.656464	1.971862
ENSANAG00000030494	4.619636	3.447873	2.77272	2.771947
ENSANAG00000030495	7.620348	5.367035	7.605578	4.456502
ENSANAG00000030496	3.702968	3.669877	3.017437	4.253899
ENSANAG00000030497	0	0.07258166	0.01892767	0.01731122
ENSANAG00000030498	4.597268	4.787198	4.229788	5.256027
ENSANAG00000030499	0.3270331	2.286399	2.686595	2.495193
ENSANAG00000030500	0.4424451	0.2136199	0.8910591	1.411746
ENSANAG00000030501	0.4875841	0.4861552	0.2153232	0.5008938
ENSANAG00000030502	1.143171	3.028684	0.4069829	4.120181
ENSANAG00000030503	2.347538	2.239618	2.256887	3.525883
ENSANAG00000030504	0.2600341	0.8217616	0.3091704	1.356409
ENSANAG00000030505	4.47729	4.786229	4.580405	5.295694
ENSANAG00000030506	4.891535	4.776888	3.869047	6.252927
ENSANAG00000030507	6.082574	5.796636	3.381243	5.559509
ENSANAG00000030508	0.4112635	0	0.09101259	0.130544
ENSANAG00000030509	7.042388	7.3034	6.286597	6.972552
ENSANAG00000030510	5.483729	6.327337	5.253549	7.234489
ENSANAG00000030511	4.306235	4.486207	2.442377	4.451369
ENSANAG00000030512	2.747533	1.270912	3.05523	3.193904
ENSANAG00000030513	0.2399894	0.493344	0	0.764589
ENSANAG00000030514	8.148278	7.49476	7.696675	7.522323
ENSANAG00000030515	0	1.244777	0	1.291998
ENSANAG00000030516	0.8599537	0.4427662	0	0.5905714
ENSANAG00000030517	3.113332	3.728933	3.18534	4.042802
ENSANAG00000030518	2.845091	3.548671	3.962077	3.765535
ENSANAG00000030519	2.333598	3.510759	3.021908	3.676753
ENSANAG00000030520	4.475124	4.644358	3.510468	4.988353
ENSANAG00000030522	3.552525	2.863391	2.970366	4.098958
ENSANAG00000030523	0.6896874	3.540337	5.592242	0.853741
ENSANAG00000030524	0	0	7.570668	0.1639134
ENSANAG00000030525	1.008839	0.8365762	0.3193134	1.095277
ENSANAG00000030526	0.8908661	2.252128	2.079269	0.8340065
ENSANAG00000030527	1.848112	1.34796	0.599153	0.6180084
ENSANAG00000030528	9.257196	9.102364	8.714339	9.738141
ENSANAG00000030529	4.067482	4.277039	3.960751	4.906025
ENSANAG00000030530	8.363009	9.355552	8.454081	9.747168
ENSANAG00000030531	0.9988706	1.246679	0.2482033	2.153954
ENSANAG00000030532	0.4986931	0.8228704	1.532191	0.7114279
ENSANAG00000030533	0.3653155	1.616698	1.244735	1.506294
ENSANAG00000030535	4.569531	5.340793	4.509785	5.601166
ENSANAG00000030536	0	0	0	0.1563578
ENSANAG00000030537	0.9432155	1.546418	1.00901	0.9055096
ENSANAG00000030539	4.815688	5.858349	4.385925	5.921017
ENSANAG00000030540	0.2723326	0.7060743	0.5179126	1.943661
ENSANAG00000030542	1.658294	1.434353	0.3894038	0.1232168
ENSANAG00000030544	1.603416	2.056542	1.497771	2.170419
ENSANAG00000030545	2.806171	2.034755	3.162149	4.31729
ENSANAG00000030546	0.5791966	0.5369839	0	0
ENSANAG00000030548	3.758259	2.920419	2.739088	3.432509
ENSANAG00000030549	3.937165	0.04993517	0.05408064	0.1961588
ENSANAG00000030550	8.403263	1.199958	2.395118	4.186746
ENSANAG00000030551	3.298769	3.440594	2.999156	4.135666
ENSANAG00000030552	6.457117	6.245201	5.714234	7.099043
ENSANAG00000030553	6.153799	7.120995	9.97196	7.44383
ENSANAG00000030554	10.18416	10.66434	9.752881	10.97545
ENSANAG00000030555	2.259746	2.371662	2.113344	3.145466
ENSANAG00000030556	4.305723	4.55627	3.964485	5.359686
ENSANAG00000030557	9.251916	9.205962	8.049195	9.649267
ENSANAG00000030558	3.402043	3.439071	2.747196	4.026039
ENSANAG00000030560	0	1.704682	0	0
ENSANAG00000030561	3.617357	3.12941	3.990447	2.716789
ENSANAG00000030562	0.4688095	0.5444003	0.1873117	0.1825982
ENSANAG00000030563	0.2978805	1.020406	0.2020791	0.994461
ENSANAG00000030564	1.880427	2.725588	2.654387	2.289005
ENSANAG00000030565	6.89839	8.118842	7.294244	8.724132
ENSANAG00000030566	6.43802	5.904788	5.167527	6.633196
ENSANAG00000030567	1.986873	3.248555	2.487304	3.19224
ENSANAG00000030568	7.264968	6.79491	7.085648	7.64457
ENSANAG00000030569	3.649064	4.397837	3.423079	4.750274
ENSANAG00000030570	8.098088	0.317917	0.3858842	0.08557459
ENSANAG00000030571	2.270117	2.988905	2.468933	3.624706
ENSANAG00000030572	0.4626418	1.086926	1.709538	1.728935
ENSANAG00000030573	0.02576279	0.7173726	0.1014602	0.8904693
ENSANAG00000030574	4.512133	5.524385	5.361296	5.843216
ENSANAG00000030575	6.30778	5.710428	4.587353	6.191431
ENSANAG00000030577	1.348557	1.129467	1.046066	1.660544
ENSANAG00000030578	4.808998	4.705164	5.148092	4.732562
ENSANAG00000030579	0.0304433	0.1621275	1.17885	0.05961416
ENSANAG00000030580	3.134776	3.524515	2.885541	4.123575
ENSANAG00000030581	0	0.3246205	0	0
ENSANAG00000030582	3.464118	3.322563	2.736436	4.323456
ENSANAG00000030583	6.44014	5.590625	5.116475	6.454455
ENSANAG00000030584	0	0.08622737	0.06794691	0
ENSANAG00000030585	6.645021	6.997925	4.473306	7.653404
ENSANAG00000030586	3.528059	3.359194	3.059153	4.241894
ENSANAG00000030587	6.157513	5.698096	5.509129	5.639976
ENSANAG00000030588	0.196189	0.4468279	0.02651071	0.3133341
ENSANAG00000030589	5.41789	3.191545	2.187638	5.142189
ENSANAG00000030590	0	0.3395354	0.07265821	0.3232467
ENSANAG00000030591	4.876793	6.504689	5.703785	6.087376
ENSANAG00000030592	1.873648	1.394447	1.183986	1.691909
ENSANAG00000030593	4.134196	5.502417	3.500917	4.879549
ENSANAG00000030594	0.5281152	1.206474	0.2586287	2.28686
ENSANAG00000030595	0.7319574	2.110087	1.703979	0.467593
ENSANAG00000030596	0.6188704	1.431308	0.4792668	1.868388
ENSANAG00000030597	0	0	0.144763	0
ENSANAG00000030598	0.1208825	0.2153026	0.1934501	0.1550204
ENSANAG00000030599	8.804793	9.427443	8.766771	10.0523
ENSANAG00000030600	5.190106	3.885103	3.496753	4.174308
ENSANAG00000030601	3.087449	4.203875	4.66421	2.23864
ENSANAG00000030602	0.3952054	0	0	0.1228468
ENSANAG00000030603	2.866099	3.140613	2.776399	3.982067
ENSANAG00000030604	4.791961	4.398562	3.718729	4.883267
ENSANAG00000030605	3.959192	4.439249	3.832962	5.147168
ENSANAG00000030606	0	0.1480191	0.06166534	0
ENSANAG00000030608	4.508487	5.621157	5.125171	5.879102
ENSANAG00000030609	2.83847	4.159145	3.996018	3.942946
ENSANAG00000030610	3.565673	4.144364	3.770158	5.269769
ENSANAG00000030611	6.519721	7.508563	6.757663	7.085425
ENSANAG00000030612	1.080985	1.398356	1.082927	2.21008
ENSANAG00000030613	1.445208	2.857448	3.361541	2.541664
ENSANAG00000030614	0	0	0	0.1348403
ENSANAG00000030615	0.7028144	0.5863995	0.5704017	1.348524
ENSANAG00000030616	7.731977	6.40191	5.874646	6.393759
ENSANAG00000030617	4.092036	2.120962	1.130555	0.7248144
ENSANAG00000030618	5.709555	7.654549	9.272902	7.190362
ENSANAG00000030619	3.909252	4.429959	2.689874	5.216767
ENSANAG00000030620	0.4648867	1.002027	0.5508593	1.267913
ENSANAG00000030621	0	0.6999016	0	0.4227002
ENSANAG00000030622	5.457575	6.68343	6.287703	5.813643
ENSANAG00000030623	1.915651	2.043999	0.6393905	2.899456
ENSANAG00000030624	0	0.815063	0.2688284	0.8015668
ENSANAG00000030625	1.70205	0.9164331	0.7805545	1.661102
ENSANAG00000030627	0.09243167	0.4477072	0.2384592	0.2437422
ENSANAG00000030628	6.334742	7.231116	9.570983	6.109737
ENSANAG00000030629	2.113276	2.497965	1.886187	3.567724
ENSANAG00000030630	0.3651718	0.5810022	0.02270384	0.8173998
ENSANAG00000030631	0.8324421	0.9729514	2.063154	0.8668621
ENSANAG00000030632	0.03208984	0.0308197	0	0.3368067
ENSANAG00000030633	0.1107843	0.03004165	0.02584484	0.2509664
ENSANAG00000030634	1.761443	2.645473	2.794079	2.768781
ENSANAG00000030635	7.04796	6.909918	7.422242	6.857745
ENSANAG00000030636	4.002784	4.057629	3.646031	4.570342
ENSANAG00000030637	1.27136	2.459392	0.8387074	2.144983
ENSANAG00000030638	3.176511	2.951938	4.862743	3.685876
ENSANAG00000030639	7.855548	6.794169	7.297246	7.278449
ENSANAG00000030640	7.221084	6.776275	6.682208	6.998602
ENSANAG00000030641	4.725943	6.244978	8.149203	7.299373
ENSANAG00000030642	5.668312	4.247388	1.752457	6.198543
ENSANAG00000030643	4.042065	6.177414	4.910622	5.447781
ENSANAG00000030645	1.550837	0.2888641	0.1033335	0.2820685
ENSANAG00000030646	5.435826	5.307142	6.833543	5.899652
ENSANAG00000030647	9.090155	7.953691	7.484384	9.183514
ENSANAG00000030648	0	0	0	0.2661257
ENSANAG00000030649	4.236967	4.572253	4.762848	5.084549
ENSANAG00000030650	0.8494997	0.9451612	1.520468	1.538871
ENSANAG00000030651	2.270044	3.415803	2.715311	3.633282
ENSANAG00000030653	0	0.6681382	0	0.6731701
ENSANAG00000030654	10.2367	10.17036	9.422483	10.0321
ENSANAG00000030655	3.151791	2.763596	2.190071	2.883388
ENSANAG00000030656	2.361914	2.723403	2.302541	3.009016
ENSANAG00000030657	1.27658	1.848729	1.472347	2.157917
ENSANAG00000030658	1.889579	0.5212729	0.09289181	2.637953
ENSANAG00000030659	0	0	0.850477	0
ENSANAG00000030660	3.59601	2.598075	1.830542	2.037517
ENSANAG00000030661	4.96337	5.712412	5.974351	6.017336
ENSANAG00000030662	0.1003943	0	0	0
ENSANAG00000030663	5.012591	2.311634	2.81711	3.811899
ENSANAG00000030664	8.994803	9.229598	8.755378	9.543287
ENSANAG00000030665	1.643972	2.264473	1.963134	2.221283
ENSANAG00000030666	6.34317	6.826752	5.751188	7.135854
ENSANAG00000030667	4.410438	4.418205	3.92258	5.82391
ENSANAG00000030668	0.7127833	1.135062	2.360538	1.745156
ENSANAG00000030669	1.808373	2.337174	1.214715	2.246882
ENSANAG00000030670	7.155735	8.903828	8.726491	10.55618
ENSANAG00000030671	0.1321788	0	0	0
ENSANAG00000030672	7.161283	6.422282	5.602917	6.244479
ENSANAG00000030673	2.088447	2.357803	2.066998	2.878131
ENSANAG00000030674	3.460748	3.742119	3.201918	3.969433
ENSANAG00000030675	2.571658	3.087629	2.092257	5.129501
ENSANAG00000030676	5.895431	6.804779	6.687652	7.193528
ENSANAG00000030677	1.403502	3.79944	1.593803	0.9290661
ENSANAG00000030679	1.915508	1.689147	1.392186	1.71618
ENSANAG00000030680	6.10228	5.194414	4.218145	6.801897
ENSANAG00000030681	5.196438	4.149406	2.678421	3.702513
ENSANAG00000030682	3.208172	2.85886	1.966337	3.744755
ENSANAG00000030683	1.82947	1.550138	3.229036	1.096333
ENSANAG00000030684	0	0.1237287	0.190185	0.3529043
ENSANAG00000030685	3.725994	3.415552	2.860091	3.616551
ENSANAG00000030686	5.655701	5.035313	4.582527	5.752533
ENSANAG00000030687	4.511405	4.791311	4.059156	5.447346
ENSANAG00000030688	0.2412178	0.3376928	0.1186579	0.09225887
ENSANAG00000030689	3.14841	2.352742	1.529441	2.539392
ENSANAG00000030690	0.468233	1.821327	0.497224	0.08298906
ENSANAG00000030692	3.897627	4.326124	4.560165	4.214622
ENSANAG00000030693	0.7681903	1.363266	1.437169	1.478102
ENSANAG00000030694	3.766309	3.946385	3.461712	4.464446
ENSANAG00000030695	7.304364	7.693095	8.226211	8.174928
ENSANAG00000030696	4.092748	4.792378	3.903852	5.203015
ENSANAG00000030697	5.81791	6.570867	6.414205	7.065846
ENSANAG00000030698	0	12.6541	3.011996	0
ENSANAG00000030699	3.20539	0.0770711	0	1.227468
ENSANAG00000030701	5.674045	6.086109	6.243249	6.335832
ENSANAG00000030702	1.304415	3.399255	2.214716	0.7962746
ENSANAG00000030703	0.1752484	0.9716109	0.270523	0.2001196
ENSANAG00000030704	4.517899	3.839296	3.571941	4.997192
ENSANAG00000030705	0.5250666	0.3587766	0	0.1833633
ENSANAG00000030706	5.449644	4.090836	0.4938943	3.916276
ENSANAG00000030707	1.425508	2.03581	1.79849	1.296128
ENSANAG00000030708	2.207571	2.942096	3.24329	2.889051
ENSANAG00000030709	2.835253	2.591452	2.75468	4.543001
ENSANAG00000030710	1.543986	2.503695	2.501093	2.404437
ENSANAG00000030711	4.347328	3.924297	3.380835	4.808837
ENSANAG00000030712	1.010486	1.201896	0.8764058	1.569963
ENSANAG00000030714	2.84026	3.639047	2.150342	4.109335
ENSANAG00000030715	2.77291	3.550962	1.646997	3.978562
ENSANAG00000030716	0	0	0.08559339	0.08300336
ENSANAG00000030717	0.368889	1.668954	2.316531	1.876817
ENSANAG00000030718	0	1.018442	0.4994046	0
ENSANAG00000030719	1.630023	3.224051	1.04728	3.03083
ENSANAG00000030721	1.575438	3.522319	0.8903533	1.578683
ENSANAG00000030722	9.52563	9.286294	10.07968	9.178476
ENSANAG00000030723	1.150319	3.026508	2.191108	2.482771
ENSANAG00000030724	2.39146	3.106568	3.013916	4.264679
ENSANAG00000030725	0.496311	2.522096	1.182025	1.596534
ENSANAG00000030726	3.554613	1.313031	1.685913	1.760796
ENSANAG00000030727	0.6325698	0.2153618	0.255404	0.6519017
ENSANAG00000030728	7.494738	7.919497	7.534232	8.431346
ENSANAG00000030729	0.3279989	0.2491698	0.1383256	0.3576747
ENSANAG00000030730	6.637133	7.417145	7.019416	8.056009
ENSANAG00000030731	2.998741	3.274248	0.6740421	3.178179
ENSANAG00000030732	5.175123	5.086517	4.411964	5.693131
ENSANAG00000030733	0.4551444	0.4081314	1.302208	1.359178
ENSANAG00000030734	2.168292	0.8679984	0.1719408	0.5521083
ENSANAG00000030735	1.390701	1.638875	1.115027	2.663978
ENSANAG00000030736	1.920034	2.902597	1.766298	2.661626
ENSANAG00000030737	1.73312	3.00853	2.313159	2.144608
ENSANAG00000030738	0.2703089	0.6608921	0.07485271	0.7934132
ENSANAG00000030739	3.622743	3.097039	3.468414	4.578341
ENSANAG00000030740	0	0	0	0.9525483
ENSANAG00000030741	2.661665	3.230441	2.118383	3.375369
ENSANAG00000030742	1.411329	1.820947	1.667388	1.975509
ENSANAG00000030743	0.7354867	2.974316	2.182473	2.211641
ENSANAG00000030744	0.6672836	0.6935391	1.180721	0.8186076
ENSANAG00000030745	5.304505	6.23344	5.057132	6.981456
ENSANAG00000030746	0	0	0	2.086407
ENSANAG00000030747	3.032241	3.489618	3.319412	3.683303
ENSANAG00000030748	6.834243	6.46793	4.454097	6.872829
ENSANAG00000030749	4.494867	3.452137	2.212693	2.102578
ENSANAG00000030750	0.433891	1.557479	2.102154	5.877808
ENSANAG00000030751	3.730215	4.609186	3.367726	5.159971
ENSANAG00000030752	2.105105	2.597877	1.927434	2.559712
ENSANAG00000030753	0.1054168	1.191542	0.06874991	0.2243462
ENSANAG00000030754	0.149409	0	0	0.1376465
ENSANAG00000030755	3.146316	3.004787	2.611432	2.75627
ENSANAG00000030756	4.518419	6.393901	5.106199	6.098146
ENSANAG00000030757	0	0.06899597	0	0.2642698
ENSANAG00000030758	2.658089	3.637766	2.466376	4.120142
ENSANAG00000030759	0.4029852	0.6313604	1.100904	0.162339
ENSANAG00000030760	0.8124474	9.394469	7.525474	1.621037
ENSANAG00000030761	1.255788	3.538789	1.258804	0.3063396
ENSANAG00000030762	0.1246796	0	2.093763	0.2219043
ENSANAG00000030763	0	0	0	0.1590375
ENSANAG00000030764	5.465476	4.463828	4.298489	4.601569
ENSANAG00000030765	0.08027412	0.1056349	0	0.609771
ENSANAG00000030766	4.934017	4.890677	3.28128	4.895061
ENSANAG00000030767	0	0.648146	0	0.7594115
ENSANAG00000030770	8.836925	7.808996	7.116937	9.468314
ENSANAG00000030771	4.875073	4.875648	4.823889	5.509002
ENSANAG00000030772	3.411495	4.750439	4.322361	5.378701
ENSANAG00000030773	3.520369	5.587372	4.069436	5.355293
ENSANAG00000030774	0.0747823	0.1404449	0	0
ENSANAG00000030775	4.946179	4.289687	3.915435	5.399732
ENSANAG00000030776	1.913588	2.273948	1.782577	2.817744
ENSANAG00000030777	6.850062	6.42947	7.733836	7.394351
ENSANAG00000030778	3.782409	4.734834	5.685968	4.756265
ENSANAG00000030779	5.499639	5.514888	6.673536	6.688503
ENSANAG00000030780	1.839081	2.833145	2.503392	4.655518
ENSANAG00000030781	0	0.3153181	0	0
ENSANAG00000030782	0.2820495	0	0	0.4040268
ENSANAG00000030783	2.759418	3.047188	3.760265	4.002885
ENSANAG00000030785	7.28834	7.654536	6.690194	7.690731
ENSANAG00000030786	4.622835	4.292599	3.718884	5.378964
ENSANAG00000030787	3.129873	4.529714	5.492133	4.116599
ENSANAG00000030788	0.3605542	0.339964	0.2815036	0.3339412
ENSANAG00000030789	0.5061185	0	0	0.187788
ENSANAG00000030790	0.2213661	0.224102	0	0.07285258
ENSANAG00000030791	0.03478634	0	4.21831	0
ENSANAG00000030792	4.422314	4.919712	3.996607	5.142119
ENSANAG00000030793	0.3106333	0	0	0
ENSANAG00000030794	2.078036	2.412711	3.137897	3.509417
ENSANAG00000030795	0.08432923	0.07684145	0.1812222	0.2854425
ENSANAG00000030797	0	0	7.306135	0.3340694
ENSANAG00000030798	0.2216198	0.1031331	0.07984425	0.1389612
ENSANAG00000030799	4.758783	4.667455	4.588847	5.245359
ENSANAG00000030801	0.2033816	3.649834	5.022732	0.4579661
ENSANAG00000030802	9.011333	9.490672	8.590856	10.14218
ENSANAG00000030803	3.532454	3.930605	2.95852	3.91444
ENSANAG00000030805	1.578598	1.362773	0.309877	1.066282
ENSANAG00000030806	4.533707	3.951849	1.799033	3.958184
