heart	kidney	liver
ENSDNOG00000040882	2.190776	3.973923	5.743418
ENSDNOG00000040883	1.125605	2.136316	2.350789
ENSDNOG00000040886	1.197111	0.2334672	1.709401
ENSDNOG00000040888	2.300121	1.418255	2.71421
ENSDNOG00000040889	0.443282	0.7666053	0.2061656
ENSDNOG00000040890	0.1233403	0.164794	6.639533
ENSDNOG00000040893	1.641481	0.3705125	0.04151523
ENSDNOG00000040894	0.1692567	0.3613967	8.776709
ENSDNOG00000040895	1.170002	1.758098	1.28295
ENSDNOG00000040897	2.024174	4.180164	4.684207
ENSDNOG00000040899	2.453503	4.256936	3.652212
ENSDNOG00000040900	0.2986571	1.092742	1.210888
ENSDNOG00000040902	0	0.64623	0
ENSDNOG00000040905	0.2179069	2.263756	1.512444
ENSDNOG00000040907	0.1057926	0.2933057	0.2896374
ENSDNOG00000040908	1.297015	3.528159	3.398755
ENSDNOG00000040910	1.326957	2.175058	2.845319
ENSDNOG00000040913	0.4730845	0.5066076	0.5664559
ENSDNOG00000040915	0	0.3380524	0.1647657
ENSDNOG00000040916	1.960108	4.045617	2.281901
ENSDNOG00000040917	0.5675893	1.870937	1.317009
ENSDNOG00000040919	3.483906	5.366144	4.618315
ENSDNOG00000040921	0.141493	0.1186113	0.3529924
ENSDNOG00000040922	0	0	0.1037715
ENSDNOG00000040923	0.9047338	2.347417	1.610497
ENSDNOG00000040924	0.04893755	0.06975372	0
ENSDNOG00000040925	2.911011	1.813648	2.173415
ENSDNOG00000040926	0	1.294912	0
ENSDNOG00000040929	1.165764	3.893314	3.094106
ENSDNOG00000040930	1.647729	6.562204	4.040121
ENSDNOG00000040932	1.110818	3.242113	3.223202
ENSDNOG00000040937	0	1.344516	0
ENSDNOG00000040942	1.336232	3.667165	4.144462
ENSDNOG00000040944	3.171345	0.231602	0.1579323
ENSDNOG00000040948	0.09146953	8.165259	7.24899
ENSDNOG00000040949	1.032108	2.645314	2.240485
ENSDNOG00000040951	1.013698	0	0.7504041
ENSDNOG00000040955	0	0	0.2132303
ENSDNOG00000040957	0	0	0.743471
ENSDNOG00000040959	0	1.302933	0
ENSDNOG00000040960	1.139103	2.384152	1.916576
ENSDNOG00000040963	2.129897	4.523612	3.458681
ENSDNOG00000040967	6.180412	8.073644	7.751765
ENSDNOG00000040968	0.5270914	0.8180423	1.233047
ENSDNOG00000040969	0.2505675	3.948685	1.189217
ENSDNOG00000040970	0.7202347	1.78271	1.147033
ENSDNOG00000040973	1.177146	3.818104	4.048472
ENSDNOG00000040974	0	5.331655	1.59293
ENSDNOG00000040975	0	0	0.1382391
ENSDNOG00000040976	1.53969	2.930192	2.612621
ENSDNOG00000040978	1.056375	0	1.339189
ENSDNOG00000040980	0.225729	1.158686	0.1882351
ENSDNOG00000040982	0	0.3215633	0.1955807
ENSDNOG00000040984	6.25807	7.240543	7.004984
ENSDNOG00000040987	2.284656	4.273001	4.291817
ENSDNOG00000040988	0.264265	0.5233913	0.4729036
ENSDNOG00000040989	0	0	1.001392
ENSDNOG00000040991	0.6762683	3.151313	1.547183
ENSDNOG00000040994	1.288418	2.159904	1.430622
ENSDNOG00000040995	8.922929	9.24963	7.965444
ENSDNOG00000040996	0.6138258	1.500896	0.9598293
ENSDNOG00000040997	0.448329	1.962704	0.3600518
ENSDNOG00000041002	1.644627	3.197674	3.501172
ENSDNOG00000041005	2.066158	4.059087	4.27453
ENSDNOG00000041006	0	0.3448149	0.1998627
ENSDNOG00000041007	2.458637	2.121221	2.796587
ENSDNOG00000041013	2.868645	4.175309	3.551811
ENSDNOG00000041014	0.1332769	0.6225603	0.7460461
ENSDNOG00000041015	0	0.472835	0
ENSDNOG00000041016	0.9829063	2.207749	1.627219
ENSDNOG00000041017	3.089971	4.61521	4.452424
ENSDNOG00000041018	0	3.983094	0
ENSDNOG00000041020	0	0	0.3878279
ENSDNOG00000041023	0.2686655	0.6969847	0.5833506
ENSDNOG00000041024	0.538569	1.463585	1.060659
ENSDNOG00000041026	0	0	4.314124
ENSDNOG00000041029	0.09032678	0.7526946	0.6308248
ENSDNOG00000041030	0.05086427	0.2640163	0.3589824
ENSDNOG00000041033	0.7087479	2.620877	2.555325
ENSDNOG00000041035	0.2694342	0.3558169	7.891103
ENSDNOG00000041036	3.537284	1.139555	0.9990071
ENSDNOG00000041037	0.07458106	0.4395668	0.2054613
ENSDNOG00000041038	0.2105347	0.9959382	1.083281
ENSDNOG00000041040	0.9896092	1.612258	2.581556
ENSDNOG00000041041	0.2794713	0.7270491	1.905767
ENSDNOG00000041042	4.399592	5.95722	5.173768
ENSDNOG00000041043	1.563656	0.2271336	0.626399
ENSDNOG00000041045	1.676055	3.426281	2.801076
ENSDNOG00000041052	0.1400941	0.09686485	0.494482
ENSDNOG00000041054	0.1629087	0.5336271	0.9112268
ENSDNOG00000041056	0.02474675	1.822628	0.2232149
ENSDNOG00000041058	0.3887902	0.2987451	0
ENSDNOG00000041060	16.45551	15.44741	15.12973
ENSDNOG00000041061	0.7067524	2.256096	2.122603
ENSDNOG00000041063	6.282668	7.677727	6.350384
ENSDNOG00000041065	0	0	0.3615067
ENSDNOG00000041070	0	0.1086245	0
ENSDNOG00000041071	0	2.038443	0
ENSDNOG00000041073	7.955278	10.07343	9.88611
ENSDNOG00000041079	0.1765424	0	0
ENSDNOG00000041080	1.107353	2.241849	3.236061
ENSDNOG00000041081	2.765948	4.61145	4.830296
ENSDNOG00000041082	0.1287697	2.692757	3.701272
ENSDNOG00000041087	1.56681	3.226988	1.257367
ENSDNOG00000041090	0.484696	0.2875846	0.626569
ENSDNOG00000041091	1.188584	2.292278	2.829209
ENSDNOG00000041093	0.2875881	0.5314149	0.6503565
ENSDNOG00000041094	1.544223	3.707249	3.411023
ENSDNOG00000041096	2.671153	2.61759	3.913416
ENSDNOG00000041097	0.7389018	2.438612	2.911826
ENSDNOG00000041098	0.4708825	0.5077672	0.9686393
ENSDNOG00000041099	1.039924	2.049788	1.585246
ENSDNOG00000041100	1.199638	3.279085	1.771116
ENSDNOG00000041102	1.627532	3.292205	3.031912
ENSDNOG00000041104	0.1088769	0.2367473	0.07080998
ENSDNOG00000041106	1.975953	2.888165	2.504172
ENSDNOG00000041110	0.08420894	0.1846028	0.1776602
ENSDNOG00000041112	1.25064	2.382673	1.64254
ENSDNOG00000041114	0.6400998	1.101838	0.331547
ENSDNOG00000041118	0.3648021	1.316041	2.318256
ENSDNOG00000041120	1.301207	2.766879	2.165787
ENSDNOG00000041122	1.494728	2.990307	2.488294
ENSDNOG00000041123	2.665281	4.591829	4.426043
ENSDNOG00000041125	0.7597941	1.811455	2.014355
ENSDNOG00000041126	0.2047167	0.7767845	1.976136
ENSDNOG00000041132	2.064252	3.1256	2.188547
ENSDNOG00000041134	2.160046	1.946061	3.934856
ENSDNOG00000041136	1.068341	2.109758	2.416888
ENSDNOG00000041137	0	0.396896	0
ENSDNOG00000041139	1.45834	2.983366	3.383827
ENSDNOG00000041140	0.4450115	1.759518	0.8349652
ENSDNOG00000041141	0.3887682	4.371615	2.346985
ENSDNOG00000041142	0.7189617	0	0.3864534
ENSDNOG00000041143	0	0	0.3124979
ENSDNOG00000041144	0.502188	0.7886682	1.54929
ENSDNOG00000041147	0.5903989	1.277433	1.105464
ENSDNOG00000041148	0	0	1.092674
ENSDNOG00000041149	1.201784	2.156151	1.736046
ENSDNOG00000041152	3.196908	3.551848	5.719079
ENSDNOG00000041154	0.0281923	0.1717346	0.1571834
ENSDNOG00000041155	1.049213	1.66762	2.019858
ENSDNOG00000041158	0	0	0.9887378
ENSDNOG00000041161	2.335606	3.509037	2.131402
ENSDNOG00000041162	1.41167	1.907944	0.4745991
ENSDNOG00000041163	0.5501353	1.609736	1.599899
ENSDNOG00000041164	0.7546695	4.318469	3.709346
ENSDNOG00000041165	0.5247568	0.8906179	1.074471
ENSDNOG00000041169	1.215063	1.705474	0.4071297
ENSDNOG00000041170	0	0.1824088	0
ENSDNOG00000041174	2.683506	5.075464	4.591099
ENSDNOG00000041176	0	0.7079612	0.1840555
ENSDNOG00000041178	0.4028324	1.85233	0.9770696
ENSDNOG00000041179	0	0	0.1670791
ENSDNOG00000041180	0	3.38369	0
ENSDNOG00000041181	0.760433	1.330392	1.40426
ENSDNOG00000041182	0.3472144	1.317947	1.004724
ENSDNOG00000041183	0.2465869	0.4973324	0.1168079
ENSDNOG00000041184	2.434524	3.706862	3.227992
ENSDNOG00000041188	1.305323	3.653117	4.345758
ENSDNOG00000041189	0.5555453	0.5165578	0.0667497
ENSDNOG00000041192	0	0	3.921693
ENSDNOG00000041195	1.072716	2.249148	2.041741
ENSDNOG00000041196	1.929124	3.584289	3.274937
ENSDNOG00000041198	0.1363913	0	0
ENSDNOG00000041201	1.033638	0.6677051	0.04352999
ENSDNOG00000041204	0.5854212	0.5158376	0
ENSDNOG00000041206	0	0.7108419	0
ENSDNOG00000041208	1.568854	3.294775	3.75666
ENSDNOG00000041209	4.473021	0.6368487	0.6098665
ENSDNOG00000041210	2.361246	0	0
ENSDNOG00000041212	0.6356922	0.9601677	0.4714913
ENSDNOG00000041213	1.495322	1.422873	1.460973
ENSDNOG00000041215	0.6777202	0.857735	1.506627
ENSDNOG00000041216	0	0.1298203	0
ENSDNOG00000041217	2.97401	3.487075	5.915798
ENSDNOG00000041218	0.2378411	0.7775413	0.9055381
ENSDNOG00000041219	3.292548	4.345751	3.974606
ENSDNOG00000041220	0.03896793	0	0.1412915
ENSDNOG00000041221	0.4809579	1.942199	2.053428
ENSDNOG00000041222	0	0	0.4836048
ENSDNOG00000041223	0.464433	0.6778708	8.20802
ENSDNOG00000041225	0.847532	0.5968388	0.6610454
ENSDNOG00000041226	1.596611	3.16979	3.562219
ENSDNOG00000041227	0	1.671715	0
ENSDNOG00000041228	0.1385301	0.7392165	1.874758
ENSDNOG00000041229	0.1132976	1.09722	6.989684
ENSDNOG00000041232	0.4934455	1.548096	1.164201
ENSDNOG00000041233	1.595251	3.225699	2.967038
ENSDNOG00000041235	0.2417243	0.37261	0.7058656
ENSDNOG00000041236	1.54785	2.906719	2.949341
ENSDNOG00000041237	0.07588212	0	0.3748748
ENSDNOG00000041242	0	0.1788765	0
ENSDNOG00000041244	0.2176377	0	0.179441
ENSDNOG00000041245	1.842729	3.622661	2.823927
ENSDNOG00000041246	0.6004068	1.7252	1.30075
ENSDNOG00000041248	0.213603	0.3896659	1.730305
ENSDNOG00000041254	0.3725655	0.4919752	0
ENSDNOG00000041255	0.101543	0.4021873	0.4547613
ENSDNOG00000041256	1.771531	4.330049	3.29131
ENSDNOG00000041260	0.3234715	2.093158	1.636697
ENSDNOG00000041262	0.01489442	1.31148	0.02686024
ENSDNOG00000041264	1.458529	3.651052	2.709066
ENSDNOG00000041265	1.721937	2.988461	3.308377
ENSDNOG00000041266	0.09635538	0.154578	0.6563664
ENSDNOG00000041268	0.3763048	2.538561	3.910867
ENSDNOG00000041271	1.071152	2.337717	1.853389
ENSDNOG00000041272	1.516862	2.128191	1.736367
ENSDNOG00000041274	0.5257542	1.192945	1.056459
ENSDNOG00000041275	0	0	0.6569329
ENSDNOG00000041279	0.02202543	0	0.2436947
ENSDNOG00000041280	0.1085477	0.3014003	0.988076
ENSDNOG00000041283	0.7686307	3.967039	2.345266
ENSDNOG00000041284	1.978935	2.44169	3.650613
ENSDNOG00000041285	0.1416342	0	0
ENSDNOG00000041286	0	0.8198153	0
ENSDNOG00000041288	0.4716026	1.239734	1.040289
ENSDNOG00000041289	0.2983604	2.564266	6.506648
ENSDNOG00000041290	1.984192	3.000575	2.907744
ENSDNOG00000041293	3.329026	4.375331	6.184733
ENSDNOG00000041296	0	0.1355062	0
ENSDNOG00000041298	2.475466	4.022465	3.443776
ENSDNOG00000041301	1.449297	2.769374	3.046315
ENSDNOG00000041303	1.121208	4.104882	4.470029
ENSDNOG00000041307	2.851149	2.666177	1.652964
ENSDNOG00000041309	4.135568	4.456931	3.934507
ENSDNOG00000041311	1.071399	3.064326	2.537356
ENSDNOG00000041315	3.024394	5.023149	7.128644
ENSDNOG00000041317	0.118707	0	0.7724423
ENSDNOG00000041319	0.4955488	0	0
ENSDNOG00000041323	0.7129875	1.191651	1.4385
ENSDNOG00000041324	0.1024112	0.7648964	0.8194352
ENSDNOG00000041326	4.357073	5.617601	4.905736
ENSDNOG00000041330	0.3771815	2.175122	1.690247
ENSDNOG00000041331	1.006032	2.415945	4.083069
ENSDNOG00000041332	0.9572133	3.417821	3.809209
ENSDNOG00000041333	0.4984082	2.173818	1.725693
ENSDNOG00000041334	2.572089	4.995661	5.176299
ENSDNOG00000041336	0	1.139253	1.126438
ENSDNOG00000041338	0.0662139	0.5645304	1.195089
ENSDNOG00000041339	1.680207	2.87857	2.843212
ENSDNOG00000041340	0.1666113	2.154538	1.31098
ENSDNOG00000041341	6.18863	7.987781	7.288174
ENSDNOG00000041342	2.682901	4.83554	3.908827
ENSDNOG00000041346	1.55097	2.819736	4.382204
ENSDNOG00000041347	1.479298	2.153685	0
ENSDNOG00000041348	3.237703	4.126618	3.719216
ENSDNOG00000041349	0.4091834	1.53311	1.468396
ENSDNOG00000041350	5.574662	7.067262	6.276685
ENSDNOG00000041353	0.4963069	1.63522	2.076911
ENSDNOG00000041355	1.842424	3.842144	2.451303
ENSDNOG00000041357	0	0.3315711	1.188673
ENSDNOG00000041359	1.154544	1.863562	2.415797
ENSDNOG00000041365	0	0	0.5314938
ENSDNOG00000041368	0.4553654	2.071999	1.926015
ENSDNOG00000041370	2.578127	5.877521	5.490933
ENSDNOG00000041371	0.7584644	1.90957	1.291061
ENSDNOG00000041372	0.1273944	0.6509787	0.5746015
ENSDNOG00000041373	1.230043	5.097198	3.40566
ENSDNOG00000041374	0	0.5881329	0
ENSDNOG00000041375	0.1126536	0.1257422	0.1948725
ENSDNOG00000041387	0.1071385	0	0
ENSDNOG00000041390	0.4675758	1.069049	1.699734
ENSDNOG00000041391	1.053799	2.490275	2.336626
ENSDNOG00000041392	1.025787	2.617682	0.9666438
ENSDNOG00000041394	0	1.835576	0.6016889
ENSDNOG00000041395	0	0	0.1392992
ENSDNOG00000041398	0.03975016	0.1157749	0.2063769
ENSDNOG00000041400	0.4134392	1.391476	0.8801346
ENSDNOG00000041401	1.330381	1.558233	2.28391
ENSDNOG00000041402	0	0	0.2297294
ENSDNOG00000041404	0	0	0.9246996
ENSDNOG00000041406	3.55779	6.227304	6.216249
ENSDNOG00000041407	1.496053	2.474179	2.620619
ENSDNOG00000041408	0.2392636	0.4431579	0.2737307
ENSDNOG00000041410	3.617757	6.000669	6.602439
ENSDNOG00000041413	1.206549	2.626764	2.010676
ENSDNOG00000041414	0	0	0.1128166
ENSDNOG00000041415	1.655178	0	0.9887378
ENSDNOG00000041417	3.228559	5.815017	7.52491
ENSDNOG00000041418	0.1951951	0.882956	1.660783
ENSDNOG00000041419	2.850127	6.208646	6.837174
ENSDNOG00000041420	0.4465495	2.425518	1.77011
ENSDNOG00000041422	1.784638	0	2.937489
ENSDNOG00000041424	0.4562269	1.084384	0
ENSDNOG00000041427	0.3287308	1.231445	1.629095
ENSDNOG00000041432	0.596315	2.048634	2.135561
ENSDNOG00000041433	0.08714399	0	0
ENSDNOG00000041435	2.178291	2.487481	2.441173
ENSDNOG00000041436	2.816118	1.958683	3.026476
ENSDNOG00000041437	0	0.205928	0.1214912
ENSDNOG00000041438	0.7882631	0	0
ENSDNOG00000041441	0.06665727	0.6088234	0.1974515
ENSDNOG00000041442	0	0.03812134	1.393729
ENSDNOG00000041443	0.4693755	0.7659081	1.62271
ENSDNOG00000041447	2.304412	3.648074	2.637283
ENSDNOG00000041448	0	0.5037029	0.07324565
ENSDNOG00000041452	0.09810851	0.4111561	0.7468605
ENSDNOG00000041454	2.916893	0.7205105	1.47704
ENSDNOG00000041455	1.158001	2.747039	2.042942
ENSDNOG00000041457	4.256479	1.497709	1.707167
ENSDNOG00000041461	1.942988	2.189467	2.510035
ENSDNOG00000041462	0.6127563	1.235303	2.398943
ENSDNOG00000041464	1.742333	4.555052	4.303681
ENSDNOG00000041466	0.9151407	2.585667	2.070589
ENSDNOG00000041467	2.680396	4.268322	4.505129
ENSDNOG00000041468	0.2784428	1.701447	1.493852
ENSDNOG00000041471	0.04567278	0.3388876	5.60465
ENSDNOG00000041472	1.805065	2.226068	2.281574
ENSDNOG00000041476	0.4323555	0.5898785	0.1008083
ENSDNOG00000041482	0	1.320022	3.076674
ENSDNOG00000041483	0.07629311	0	0.4305112
ENSDNOG00000041485	3.303592	3.156066	3.598377
ENSDNOG00000041488	0	1.060635	4.061897
ENSDNOG00000041490	0.1309904	0.9945486	1.326578
ENSDNOG00000041491	0.8741367	2.15422	1.05498
ENSDNOG00000041492	1.122567	3.019874	1.903991
ENSDNOG00000041493	0.9040987	2.260258	1.944705
ENSDNOG00000041494	0.1231691	0.2677443	0.2089617
ENSDNOG00000041495	0.2967816	2.547719	2.295976
ENSDNOG00000041496	0.3889874	1.460832	0.4731094
ENSDNOG00000041497	0.8261901	1.901479	1.578306
ENSDNOG00000041499	0	1.088196	0
ENSDNOG00000041501	0	0.0484456	2.05599
ENSDNOG00000041502	0.06531987	0	0.1758988
ENSDNOG00000041506	3.227578	3.004072	3.257285
ENSDNOG00000041507	0.1321304	0.9066867	0.4925926
ENSDNOG00000041508	0.8123323	1.443421	1.566128
ENSDNOG00000041509	3.318782	3.648005	2.763503
ENSDNOG00000041511	0.6877523	3.609838	4.450195
ENSDNOG00000041512	0.9828954	3.573035	2.847035
ENSDNOG00000041517	0	0	0.3211581
ENSDNOG00000041519	3.189187	3.18378	2.333115
ENSDNOG00000041520	0	0	1.092674
ENSDNOG00000041521	0.32288	0.3653219	0.9449948
ENSDNOG00000041522	0.4615286	0.8504746	0.8656591
ENSDNOG00000041523	3.486586	3.356469	3.027496
ENSDNOG00000041526	1.834327	1.629622	1.521986
ENSDNOG00000041528	0.03317375	0.08078208	0
ENSDNOG00000041530	0	0	1.313025
ENSDNOG00000041534	2.25864	3.989811	3.04863
ENSDNOG00000041535	0	0.3819567	0.393794
ENSDNOG00000041536	1.018879	3.504267	2.937064
ENSDNOG00000041538	0	0.2260127	0.2156277
ENSDNOG00000041539	0	0.2668141	0
ENSDNOG00000041544	1.692039	3.699529	4.519561
ENSDNOG00000041546	3.782615	5.338292	4.726713
ENSDNOG00000041548	0	0	0.1345171
ENSDNOG00000041550	0	0.8456667	0
ENSDNOG00000041551	0.9347346	3.731205	4.740377
ENSDNOG00000041553	1.193008	1.684424	2.099006
ENSDNOG00000041554	0	1.018947	0
ENSDNOG00000041556	3.896475	5.82818	4.56684
ENSDNOG00000041557	0.7888552	2.625822	1.808451
ENSDNOG00000041558	2.407614	4.189058	3.916305
ENSDNOG00000041560	1.460402	2.28884	1.616791
ENSDNOG00000041561	0.4163782	3.448972	0.3370876
ENSDNOG00000041564	0	0.3479989	0
ENSDNOG00000041565	0.3504791	4.53711	1.416483
ENSDNOG00000041566	1.900332	2.283711	2.4036
ENSDNOG00000041567	0.0655934	0.7344595	0
ENSDNOG00000041568	0.3859423	0.5757809	0.3957494
ENSDNOG00000041569	0	0.7109882	0
ENSDNOG00000041570	2.22454	2.89139	3.09285
ENSDNOG00000041571	1.99134	3.827382	4.078789
ENSDNOG00000041572	9.748839	11.16882	11.0044
ENSDNOG00000041573	0.9372028	2.143047	4.458809
ENSDNOG00000041574	5.104563	5.358734	5.378605
ENSDNOG00000041575	5.034357	8.824634	8.532325
ENSDNOG00000041576	0	0	0.1810873
ENSDNOG00000041579	0	0	0.09896293
ENSDNOG00000041581	3.883552	5.960556	6.552537
ENSDNOG00000041582	3.596267	4.460087	3.458753
ENSDNOG00000041584	0	0.581412	0.45141
ENSDNOG00000041586	0	0.8679202	0.2048907
ENSDNOG00000041587	4.659576	6.371449	6.505918
ENSDNOG00000041588	0.128011	0	0
ENSDNOG00000041589	0.4137197	0.3681481	4.558966
ENSDNOG00000041590	2.496092	5.667225	4.70454
ENSDNOG00000041591	0	0	0.2567909
ENSDNOG00000041592	0	0.752305	0
ENSDNOG00000041593	1.235084	5.049557	4.059165
ENSDNOG00000041594	0.03725471	0.07218841	0
ENSDNOG00000041598	0.3604542	1.008092	0.445465
ENSDNOG00000041599	0	1.062515	0
ENSDNOG00000041601	0	0	0.2728557
ENSDNOG00000041602	1.253154	2.931063	2.737287
ENSDNOG00000041603	0.08329916	0.3939993	0.7750371
ENSDNOG00000041605	0.6375398	2.391383	1.459049
ENSDNOG00000041607	0	0	0.05926625
ENSDNOG00000041608	1.544792	1.643385	1.83355
ENSDNOG00000041610	0.08421424	0.6160819	0.5056328
ENSDNOG00000041611	4.012336	4.221923	3.373702
ENSDNOG00000041613	0.02202529	1.870513	0.880615
ENSDNOG00000041614	1.006542	1.290696	1.648387
ENSDNOG00000041615	0.5352069	0.9439228	2.033423
ENSDNOG00000041616	0.7857447	2.366482	3.449061
ENSDNOG00000041620	2.669122	6.61291	6.205672
ENSDNOG00000041623	0.05654136	2.322519	0.05765821
ENSDNOG00000041625	2.309668	3.51749	3.889201
ENSDNOG00000041627	0.7182332	1.59134	2.283717
ENSDNOG00000041633	0	0	0.9862107
ENSDNOG00000041634	2.464069	1.746174	1.63053
ENSDNOG00000041637	0.9623987	3.183085	2.632319
ENSDNOG00000041640	0.2960862	1.544367	0.731788
ENSDNOG00000041643	1.718307	2.620821	2.80856
ENSDNOG00000041644	0.7838723	2.126808	1.871457
ENSDNOG00000041645	0.2272112	0.9651592	0
ENSDNOG00000041646	3.500471	6.578773	6.531985
ENSDNOG00000041649	0.09769992	5.465524	4.588421
ENSDNOG00000041650	0	0.2066357	0.3168617
ENSDNOG00000041652	0.3966604	1.552598	1.735635
ENSDNOG00000041656	0.08175588	0	0.9741365
ENSDNOG00000041659	0.3706598	0	0
ENSDNOG00000041660	0.636807	0.2282227	0.6519449
ENSDNOG00000041665	2.922011	3.4254	3.309249
ENSDNOG00000041668	0.1091171	6.578075	7.662412
ENSDNOG00000041673	0.08984807	0	0
ENSDNOG00000041675	0.5305352	7.213513	12.08782
ENSDNOG00000041677	0.2610746	4.665774	0.9626497
ENSDNOG00000041679	1.685025	3.73241	2.822214
ENSDNOG00000041680	3.364945	5.246412	5.572505
ENSDNOG00000041686	1.556047	3.453772	3.939339
ENSDNOG00000041687	0.5970916	1.141295	0.7975567
ENSDNOG00000041688	0.6482556	1.191619	1.122255
ENSDNOG00000041689	0.7277654	3.611727	3.053471
ENSDNOG00000041690	0.2919418	0.9969144	0
ENSDNOG00000041691	1.758675	3.268087	2.446263
ENSDNOG00000041692	1.706986	9.318751	12.69761
ENSDNOG00000041694	0	4.03053	0
ENSDNOG00000041695	0	0.4306171	0
ENSDNOG00000041698	0.2954868	0.5428018	0.414194
ENSDNOG00000041699	0.4852465	1.754285	0.976673
ENSDNOG00000041702	0.6170925	2.376543	2.202882
ENSDNOG00000041704	0.06066474	0.1748742	0.3930394
ENSDNOG00000041706	1.743997	3.347762	4.080764
ENSDNOG00000041708	1.749491	3.695181	3.420315
ENSDNOG00000041710	0	0.3867624	0
ENSDNOG00000041711	0.08312485	0.1880654	4.606649
ENSDNOG00000041713	0.02905237	0	0
ENSDNOG00000041714	2.106141	3.557042	5.514542
ENSDNOG00000041716	0.1336318	0	0
ENSDNOG00000041719	0.1197434	0.9984613	0.5176788
ENSDNOG00000041720	0	1.694537	1.494175
ENSDNOG00000041723	1.558466	4.446436	4.010416
ENSDNOG00000041725	0	0	3.52046
ENSDNOG00000041730	0	0.3158583	0.2437032
ENSDNOG00000041731	0	0.2533225	0.605847
ENSDNOG00000041734	1.384022	3.111098	3.971746
ENSDNOG00000041735	0	0	0.2796603
ENSDNOG00000041736	0.2012813	1.061092	10.29477
ENSDNOG00000041739	2.551595	2.814089	2.66267
ENSDNOG00000041744	0.1000069	0.6920504	0.8164531
ENSDNOG00000041746	1.371308	2.232409	2.019755
ENSDNOG00000041749	0.1896664	0.9752685	0.4913667
ENSDNOG00000041750	0	0	0.4401868
ENSDNOG00000041753	0.2169055	2.856641	4.869926
ENSDNOG00000041754	0.9813836	1.482105	1.941103
ENSDNOG00000041755	0.8236703	3.336178	3.500828
ENSDNOG00000041757	2.358858	3.953824	3.448263
ENSDNOG00000041764	0.7485524	1.833172	2.405359
ENSDNOG00000041767	0.9164973	2.51274	1.360825
ENSDNOG00000041769	1.287342	3.648235	3.646462
ENSDNOG00000041771	1.105658	3.549755	0.6956277
ENSDNOG00000041775	3.164899	3.752898	2.45186
ENSDNOG00000041776	2.377154	3.446964	2.636451
ENSDNOG00000041777	3.586645	4.985806	3.974933
ENSDNOG00000041779	0	1.101267	0.2053174
ENSDNOG00000041781	1.075738	2.861193	2.459151
ENSDNOG00000041782	0.3158398	0.1284901	0.844503
ENSDNOG00000041785	0	1.954543	0
ENSDNOG00000041786	2.092627	4.599752	3.56802
ENSDNOG00000041791	0.9726603	3.164387	0.9672372
ENSDNOG00000041793	4.869002	1.741541	1.45928
ENSDNOG00000041794	0.8843838	2.500471	1.843296
ENSDNOG00000041795	0	0.2761512	0.4575838
ENSDNOG00000041797	1.36576	2.472043	2.894754
ENSDNOG00000041798	0	0.1448047	1.002659
ENSDNOG00000041799	5.4142	5.86131	5.811479
ENSDNOG00000041802	1.207805	2.281758	2.559455
ENSDNOG00000041803	0.09785657	1.140451	0.2885546
ENSDNOG00000041808	0	1.236597	2.661047
ENSDNOG00000041809	3.435167	5.617733	5.066046
ENSDNOG00000041810	1.593354	3.078593	2.521973
ENSDNOG00000041811	1.123123	1.843891	2.50984
ENSDNOG00000041812	0.2206692	0.2621216	4.504824
ENSDNOG00000041813	0.918216	3.127087	2.967945
ENSDNOG00000041814	0	1.01294	0
ENSDNOG00000041815	0.07769721	0.5474942	0
ENSDNOG00000041816	1.756605	3.250268	2.266007
ENSDNOG00000041818	0.09953167	3.209304	0.4908309
ENSDNOG00000041819	1.786195	1.67512	1.682407
ENSDNOG00000041820	4.041506	5.495829	6.410875
ENSDNOG00000041821	2.664742	3.359913	4.377117
ENSDNOG00000041829	3.966901	6.995631	6.941576
ENSDNOG00000041830	0	1.486205	1.320606
ENSDNOG00000041834	0	0	0.08828233
ENSDNOG00000041837	0.3888739	1.481537	1.960286
ENSDNOG00000041838	0	0.3110311	0
ENSDNOG00000041840	0.06317184	0.1788115	0.2569635
ENSDNOG00000041843	0.8016429	2.115889	2.692554
ENSDNOG00000041845	0.3975544	4.242831	4.21536
ENSDNOG00000041846	0.9691295	1.558611	1.629371
