brain	liver	ovary	testis
ENSMEUG00000000486	NA	4.2809974755	NA	7.003906
ENSMEUG00000000487	NA	0.0278631285	NA	0.5974864
ENSMEUG00000000488	NA	4.94049823	NA	9.463015
ENSMEUG00000000489	NA	0	NA	0.246644
ENSMEUG00000000490	NA	0.038984815	NA	0.1462433
ENSMEUG00000000491	NA	1.350675344	NA	3.673376
ENSMEUG00000000492	NA	2.1591732095	NA	0.4266566
ENSMEUG00000000493	NA	5.003571199	NA	3.939227
ENSMEUG00000000494	NA	2.3555307595	NA	3.909533
ENSMEUG00000000495	NA	0	NA	1.648613
ENSMEUG00000000496	NA	3.174487835	NA	0.2047267
ENSMEUG00000000497	NA	4.592042657	NA	6.014703
ENSMEUG00000000498	NA	2.6340107915	NA	3.352311
ENSMEUG00000000499	NA	0	NA	0.5094861
ENSMEUG00000000500	NA	0.2796592665	NA	1.536506
ENSMEUG00000000501	NA	1.636717519	NA	2.358379
ENSMEUG00000000502	NA	5.816241559	NA	4.658297
ENSMEUG00000000503	NA	3.871976208	NA	5.197535
ENSMEUG00000000504	NA	0.043557055	NA	0.2283139
ENSMEUG00000000505	NA	0	NA	0
ENSMEUG00000000506	NA	0.523850617	NA	2.251952
ENSMEUG00000000507	NA	3.14515854	NA	3.020499
ENSMEUG00000000508	NA	3.395536233	NA	2.400475
ENSMEUG00000000509	NA	0	NA	0.1700302
ENSMEUG00000000510	NA	5.2799134315	NA	6.184149
ENSMEUG00000000511	NA	0.0837207145	NA	0
ENSMEUG00000000512	NA	1.4534575675	NA	3.693164
ENSMEUG00000000513	NA	3.465105954	NA	3.401879
ENSMEUG00000000514	NA	0.7363907695	NA	1.260098
ENSMEUG00000000515	NA	0	NA	0
ENSMEUG00000000516	NA	4.9222627755	NA	5.047582
ENSMEUG00000000517	NA	4.328190774	NA	5.172676
ENSMEUG00000000518	NA	0.08308005	NA	7.614136
ENSMEUG00000000519	NA	1.6584575045	NA	0.3189033
ENSMEUG00000000520	NA	0	NA	0
ENSMEUG00000000521	NA	1.527412577	NA	0.6231449
ENSMEUG00000000522	NA	7.9115073135	NA	5.104295
ENSMEUG00000000523	NA	1.4564450445	NA	0.9130024
ENSMEUG00000000524	NA	7.583464928	NA	7.280038
ENSMEUG00000000525	NA	2.2429846735	NA	2.58317
ENSMEUG00000000526	NA	0.7704755345	NA	2.927358
ENSMEUG00000000527	NA	1.7522507035	NA	1.821714
ENSMEUG00000000528	NA	4.1811163545	NA	1.383768
ENSMEUG00000000529	NA	3.184202605	NA	0.1018242
ENSMEUG00000000530	NA	0.5442159335	NA	0.4781352
ENSMEUG00000000531	NA	2.311371768	NA	4.957785
ENSMEUG00000000532	NA	3.672123032	NA	3.499463
ENSMEUG00000000533	NA	1.318299191	NA	0.3527879
ENSMEUG00000000534	NA	2.2265789055	NA	6.603755
ENSMEUG00000000535	NA	0.387155492	NA	0
ENSMEUG00000000536	NA	0.4898081795	NA	1.010773
ENSMEUG00000000537	NA	6.4455230205	NA	6.99605
ENSMEUG00000000538	NA	0.3443497955	NA	4.265437
ENSMEUG00000000539	NA	0.8519355345	NA	3.059492
ENSMEUG00000000540	NA	0	NA	0
ENSMEUG00000000541	NA	6.992781057	NA	8.069471
ENSMEUG00000000542	NA	5.93083771	NA	6.339152
ENSMEUG00000000543	NA	0.13930394	NA	0.1843895
ENSMEUG00000000544	NA	2.3318483735	NA	1.943122
ENSMEUG00000000545	NA	1.1578339285	NA	1.367282
ENSMEUG00000000546	NA	4.6670607545	NA	4.569667
ENSMEUG00000000547	NA	2.26764375	NA	7.914977
ENSMEUG00000000548	NA	1.09708879	NA	5.555015
ENSMEUG00000000549	NA	0	NA	0.9910492
ENSMEUG00000000550	NA	0	NA	2.907243
ENSMEUG00000000551	NA	0	NA	0
ENSMEUG00000000552	NA	0.629641336	NA	1.259056
ENSMEUG00000000553	NA	3.550786421	NA	0.1163842
ENSMEUG00000000554	NA	6.7104440135	NA	6.370018
ENSMEUG00000000555	NA	0.3260907425	NA	1.738833
ENSMEUG00000000556	NA	0	NA	0
ENSMEUG00000000557	NA	3.2400922995	NA	3.049061
ENSMEUG00000000558	NA	0.13133565	NA	1.731057
ENSMEUG00000000559	NA	0.78484647	NA	4.971189
ENSMEUG00000000560	NA	1.121966393	NA	2.54172
ENSMEUG00000000561	NA	0.3012018475	NA	0.9374966
ENSMEUG00000000562	NA	0.14844554	NA	1.759492
ENSMEUG00000000563	NA	3.1105142465	NA	4.68259
ENSMEUG00000000564	NA	2.0067136615	NA	2.730903
ENSMEUG00000000565	NA	0	NA	0
ENSMEUG00000000566	NA	2.905031875	NA	4.093822
ENSMEUG00000000567	NA	1.1751814825	NA	0.5052904
ENSMEUG00000000568	NA	2.774777764	NA	4.21851
ENSMEUG00000000569	NA	6.193786116	NA	5.573735
ENSMEUG00000000570	NA	0	NA	0.3372795
ENSMEUG00000000571	NA	1.102219673	NA	0.7608971
ENSMEUG00000000572	NA	0.92939401	NA	4.832966
ENSMEUG00000000573	NA	3.2943160825	NA	2.484958
ENSMEUG00000000574	NA	1.6486678135	NA	0.6991456
ENSMEUG00000000575	NA	1.335060901	NA	0.2655317
ENSMEUG00000000576	NA	3.593637801	NA	1.329933
ENSMEUG00000000577	NA	5.350387525	NA	5.841782
ENSMEUG00000000578	NA	7.3543986315	NA	1.265455
ENSMEUG00000000579	NA	3.344836213	NA	0.8035908
ENSMEUG00000000580	NA	5.201702499	NA	5.404174
ENSMEUG00000000581	NA	3.0559222395	NA	4.883914
ENSMEUG00000000582	NA	0.07826495	NA	0
ENSMEUG00000000583	NA	0	NA	0.1411136
ENSMEUG00000000584	NA	2.703449937	NA	4.050702
ENSMEUG00000000585	NA	3.344139464	NA	0.7662534
ENSMEUG00000000586	NA	1.298696184	NA	4.366476
ENSMEUG00000000587	NA	2.8579150945	NA	4.964588
ENSMEUG00000000588	NA	0.2798809255	NA	2.415813
ENSMEUG00000000589	NA	2.19480255	NA	1.43957
ENSMEUG00000000590	NA	2.500095867	NA	1.75719
ENSMEUG00000000591	NA	1.395112041	NA	2.073011
ENSMEUG00000000592	NA	2.89255914	NA	4.43358
ENSMEUG00000000593	NA	0	NA	0.172645
ENSMEUG00000000594	NA	3.2978189625	NA	7.940977
ENSMEUG00000000595	NA	0.6346703065	NA	1.016282
ENSMEUG00000000596	NA	0	NA	0.2504353
ENSMEUG00000000597	NA	4.125942479	NA	6.370433
ENSMEUG00000000598	NA	0.0615801795	NA	3.916553
ENSMEUG00000000599	NA	3.2084481855	NA	3.984097
ENSMEUG00000000600	NA	5.8373339435	NA	5.828995
ENSMEUG00000000601	NA	0.8759637355	NA	1.586054
ENSMEUG00000000602	NA	4.8473085085	NA	6.533101
ENSMEUG00000000603	NA	7.961519617	NA	9.253261
ENSMEUG00000000604	NA	5.645100318	NA	3.776294
ENSMEUG00000000605	NA	0	NA	0.171349
ENSMEUG00000000606	NA	0.017639796	NA	5.64019
ENSMEUG00000000607	NA	0.398654323	NA	0.07732149
ENSMEUG00000000608	NA	3.392644411	NA	3.110729
ENSMEUG00000000609	NA	0	NA	0
ENSMEUG00000000610	NA	3.120059315	NA	2.957653
ENSMEUG00000000611	NA	0	NA	4.775024
ENSMEUG00000000612	NA	5.2887031715	NA	4.995299
ENSMEUG00000000613	NA	0	NA	0
ENSMEUG00000000614	NA	1.763228577	NA	2.70807
ENSMEUG00000000615	NA	0.1033967785	NA	4.781312
ENSMEUG00000000616	NA	0	NA	0.9738104
ENSMEUG00000000617	NA	1.994046928	NA	1.021608
ENSMEUG00000000618	NA	4.378345767	NA	6.002829
ENSMEUG00000000619	NA	0.764218	NA	2.267832
ENSMEUG00000000620	NA	0	NA	0.5718525
ENSMEUG00000000621	NA	0.9258093665	NA	1.4646
ENSMEUG00000000622	NA	4.181998861	NA	5.963849
ENSMEUG00000000623	NA	1.4656613665	NA	2.706095
ENSMEUG00000000624	NA	0.297959726	NA	0
ENSMEUG00000000625	NA	0.0507531015	NA	6.009311
ENSMEUG00000000626	NA	2.2168925475	NA	2.241514
ENSMEUG00000000627	NA	2.3824368905	NA	7.16787
ENSMEUG00000000628	NA	7.3714995225	NA	6.122992
ENSMEUG00000000629	NA	3.630012745	NA	6.265971
ENSMEUG00000000630	NA	1.3574623385	NA	0.4527599
ENSMEUG00000000631	NA	1.66464479	NA	1.016618
ENSMEUG00000000632	NA	0.06705895	NA	0
ENSMEUG00000000633	NA	0.260033099	NA	3.20594
ENSMEUG00000000634	NA	3.7655630955	NA	2.606665
ENSMEUG00000000635	NA	4.565511789	NA	5.026526
ENSMEUG00000000636	NA	0.060743857	NA	1.18074
ENSMEUG00000000637	NA	0.576690229	NA	0.03584417
ENSMEUG00000000638	NA	3.9624979815	NA	3.903964
ENSMEUG00000000639	NA	1.5841587485	NA	0.445518
ENSMEUG00000000640	NA	10.2406377645	NA	8.693463
ENSMEUG00000000641	NA	0.6528802235	NA	1.01146
ENSMEUG00000000642	NA	5.6063219445	NA	6.475907
ENSMEUG00000000643	NA	2.3204660825	NA	0.850385
ENSMEUG00000000644	NA	3.842772905	NA	1.903725
ENSMEUG00000000645	NA	2.7314668135	NA	2.959633
ENSMEUG00000000646	NA	0.0479912345	NA	0.04596334
ENSMEUG00000000647	NA	7.272515228	NA	8.082506
ENSMEUG00000000648	NA	3.935313514	NA	4.339693
ENSMEUG00000000649	NA	0	NA	2.145511
ENSMEUG00000000650	NA	0.18553185	NA	5.480863
ENSMEUG00000000651	NA	0.612587213	NA	0.05344225
ENSMEUG00000000652	NA	0	NA	1.29661
ENSMEUG00000000653	NA	4.207453839	NA	9.85184
ENSMEUG00000000654	NA	1.72813704	NA	1.774376
ENSMEUG00000000655	NA	6.135352128	NA	7.746608
ENSMEUG00000000656	NA	0	NA	0
ENSMEUG00000000657	NA	5.8345819005	NA	4.718734
ENSMEUG00000000658	NA	0	NA	0.1470266
ENSMEUG00000000659	NA	3.23368782	NA	4.231363
ENSMEUG00000000660	NA	4.313978475	NA	2.160268
ENSMEUG00000000661	NA	1.654731133	NA	0.704471
ENSMEUG00000000662	NA	4.204162357	NA	4.64381
ENSMEUG00000000663	NA	5.9361806995	NA	3.141479
ENSMEUG00000000664	NA	4.4919353545	NA	1.55221
ENSMEUG00000000665	NA	1.005054476	NA	0.4375868
ENSMEUG00000000666	NA	4.8428643135	NA	4.792054
ENSMEUG00000000667	NA	5.603792583	NA	5.231221
ENSMEUG00000000668	NA	0	NA	2.208218
ENSMEUG00000000669	NA	0	NA	0.08782506
ENSMEUG00000000670	NA	0.9428583555	NA	1.51291
ENSMEUG00000000671	NA	7.852284294	NA	7.7493
ENSMEUG00000000672	NA	0	NA	0
ENSMEUG00000000673	NA	1.116394683	NA	1.087517
ENSMEUG00000000674	NA	0.048215405	NA	0
ENSMEUG00000000675	NA	1.7692367685	NA	3.154253
ENSMEUG00000000676	NA	0.7965581925	NA	2.656455
ENSMEUG00000000677	NA	2.7999550765	NA	3.185491
ENSMEUG00000000678	NA	5.392387491	NA	4.609483
ENSMEUG00000000679	NA	0	NA	0
ENSMEUG00000000680	NA	5.0155639895	NA	4.637755
ENSMEUG00000000681	NA	12.1829145285	NA	3.386404
ENSMEUG00000000682	NA	3.666700378	NA	3.747248
ENSMEUG00000000683	NA	0.323674426	NA	0.2870751
ENSMEUG00000000684	NA	9.1732770965	NA	3.830935
ENSMEUG00000000685	NA	3.0257173365	NA	4.78784
ENSMEUG00000000686	NA	2.5745983235	NA	5.622313
ENSMEUG00000000687	NA	2.4564023045	NA	4.164505
ENSMEUG00000000688	NA	0.170441764	NA	0
ENSMEUG00000000689	NA	4.345935956	NA	4.050162
ENSMEUG00000000690	NA	1.509801567	NA	0.3164134
ENSMEUG00000000691	NA	13.269415265	NA	4.526175
ENSMEUG00000000692	NA	4.627325011	NA	5.055235
ENSMEUG00000000693	NA	5.376688053	NA	3.782461
ENSMEUG00000000694	NA	3.743404516	NA	0.9033607
ENSMEUG00000000695	NA	0.5063735	NA	0.6113868
ENSMEUG00000000696	NA	3.769561435	NA	4.536625
ENSMEUG00000000697	NA	1.494214	NA	0
ENSMEUG00000000698	NA	1.7116257565	NA	3.675172
ENSMEUG00000000699	NA	1.0489606215	NA	2.798718
ENSMEUG00000000700	NA	5.7237010235	NA	6.603068
ENSMEUG00000000701	NA	0.248292871	NA	0.07551182
ENSMEUG00000000702	NA	3.557635781	NA	4.714839
ENSMEUG00000000703	NA	5.4590716165	NA	2.998158
ENSMEUG00000000704	NA	3.482011284	NA	4.016844
ENSMEUG00000000705	NA	0.0592164775	NA	5.776859
ENSMEUG00000000706	NA	6.3313504055	NA	5.284551
ENSMEUG00000000707	NA	0.27745355	NA	0.5235539
ENSMEUG00000000708	NA	3.5413311775	NA	4.69714
ENSMEUG00000000709	NA	3.4131508395	NA	1.53819
ENSMEUG00000000710	NA	1.558772981	NA	4.85823
ENSMEUG00000000711	NA	0	NA	1.105953
ENSMEUG00000000712	NA	3.481804174	NA	4.835894
ENSMEUG00000000713	NA	0.3962401075	NA	2.024178
ENSMEUG00000000714	NA	0	NA	1.502188
ENSMEUG00000000715	NA	0	NA	0
ENSMEUG00000000716	NA	2.053869	NA	3.00483e-07
ENSMEUG00000000717	NA	2.5020818285	NA	4.907049
ENSMEUG00000000718	NA	2.2214566685	NA	5.36621
ENSMEUG00000000719	NA	0.197561559	NA	6.602258
ENSMEUG00000000720	NA	0	NA	0.4683602
ENSMEUG00000000721	NA	0	NA	0.7057232
ENSMEUG00000000722	NA	0	NA	0
ENSMEUG00000000723	NA	0	NA	0
ENSMEUG00000000724	NA	3.6933979705	NA	8.150808
ENSMEUG00000000725	NA	0	NA	0
ENSMEUG00000000726	NA	0	NA	0.05915894
ENSMEUG00000000727	NA	0.203966815	NA	0.1762653
ENSMEUG00000000728	NA	2.401938413	NA	2.816266
ENSMEUG00000000729	NA	1.1590588385	NA	0
ENSMEUG00000000730	NA	0	NA	0
ENSMEUG00000000731	NA	0.3148541	NA	0.513423
ENSMEUG00000000732	NA	2.1833485405	NA	2.349088
ENSMEUG00000000733	NA	3.7589324225	NA	3.978214
ENSMEUG00000000734	NA	1.602349571	NA	1.614719
ENSMEUG00000000735	NA	0.939565864	NA	0
ENSMEUG00000000736	NA	1.8181091505	NA	6.324888
ENSMEUG00000000737	NA	2.403088541	NA	0.8050043
ENSMEUG00000000738	NA	0.1009745615	NA	5.172728
ENSMEUG00000000739	NA	6.213122972	NA	5.489851
ENSMEUG00000000740	NA	0	NA	0
ENSMEUG00000000741	NA	1.9394746935	NA	0.1567293
ENSMEUG00000000742	NA	0.103503585	NA	0.8020236
ENSMEUG00000000743	NA	2.9075359115	NA	1.649979
ENSMEUG00000000744	NA	4.504649043	NA	5.945364
ENSMEUG00000000745	NA	7.9244282195	NA	11.27067
ENSMEUG00000000746	NA	4.080932664	NA	2.667113
ENSMEUG00000000747	NA	5.3562227725	NA	5.464129
ENSMEUG00000000748	NA	0.37226936	NA	1.059348
ENSMEUG00000000749	NA	1.4979519755	NA	1.805305
ENSMEUG00000000750	NA	3.88378023	NA	1.108243
ENSMEUG00000000751	NA	7.3041669665	NA	3.426852
ENSMEUG00000000752	NA	4.8960242295	NA	3.870079
ENSMEUG00000000753	NA	0	NA	0
ENSMEUG00000000754	NA	0	NA	0
ENSMEUG00000000755	NA	2.600089128	NA	3.518044
ENSMEUG00000000756	NA	0.19101985	NA	3.338286
ENSMEUG00000000757	NA	3.7037517335	NA	0.5443489
ENSMEUG00000000758	NA	5.950486757	NA	5.71769
ENSMEUG00000000759	NA	2.8224641315	NA	4.045565
ENSMEUG00000000760	NA	0	NA	0.8817586
ENSMEUG00000000761	NA	0.070540348	NA	0.08136963
ENSMEUG00000000762	NA	0.502901784	NA	4.206432
ENSMEUG00000000763	NA	1.6047593285	NA	0.0852865
ENSMEUG00000000764	NA	5.0791095445	NA	4.020378
ENSMEUG00000000765	NA	7.6428222615	NA	3.4562
ENSMEUG00000000766	NA	0.215958285	NA	0
ENSMEUG00000000767	NA	4.316475109	NA	5.06509
ENSMEUG00000000768	NA	2.7230520505	NA	2.584609
ENSMEUG00000000769	NA	0.4245783345	NA	0.9660923
ENSMEUG00000000770	NA	0	NA	0.4880954
ENSMEUG00000000771	NA	4.4750465255	NA	0.08712375
ENSMEUG00000000772	NA	3.7409748935	NA	3.524427
ENSMEUG00000000773	NA	5.3227965625	NA	6.775617
ENSMEUG00000000774	NA	6.1115017325	NA	4.811969
ENSMEUG00000000775	NA	2.0126400065	NA	0.5376281
ENSMEUG00000000776	NA	2.9825328355	NA	1.461151
ENSMEUG00000000777	NA	0.033494698	NA	5.755085
ENSMEUG00000000778	NA	1.0833181235	NA	0.1553542
ENSMEUG00000000779	NA	2.8336467615	NA	2.383121
ENSMEUG00000000780	NA	7.7272726215	NA	8.091123
ENSMEUG00000000781	NA	4.441583539	NA	4.919564
ENSMEUG00000000782	NA	1.4492812285	NA	0.2564697
ENSMEUG00000000783	NA	0	NA	0.09731009
ENSMEUG00000000784	NA	1.2049402455	NA	1.625261
ENSMEUG00000000785	NA	3.7461574175	NA	3.180555
ENSMEUG00000000786	NA	0.6221216225	NA	7.371019
ENSMEUG00000000787	NA	3.8578603205	NA	6.031245
ENSMEUG00000000788	NA	0.9530892315	NA	1.101563
ENSMEUG00000000789	NA	1.185876583	NA	3.839103
ENSMEUG00000000790	NA	3.765173697	NA	2.982234
ENSMEUG00000000791	NA	0.5779705535	NA	4.193023
ENSMEUG00000000792	NA	2.315026806	NA	0.1848274
ENSMEUG00000000793	NA	0.087426898	NA	0.1230702
ENSMEUG00000000794	NA	0.05237425	NA	0.250234
ENSMEUG00000000795	NA	3.0947878405	NA	5.461529
ENSMEUG00000000796	NA	4.1924115305	NA	3.850319
ENSMEUG00000000797	NA	0.1221159575	NA	0.3253484
ENSMEUG00000000798	NA	0	NA	0
ENSMEUG00000000799	NA	4.3178575895	NA	3.877607
ENSMEUG00000000800	NA	4.5495926655	NA	1.867806
ENSMEUG00000000801	NA	2.4468583495	NA	1.579552
ENSMEUG00000000802	NA	2.018669992	NA	3.247524
ENSMEUG00000000803	NA	4.766815165	NA	4.787521
ENSMEUG00000000804	NA	1.740883557	NA	0.5057863
ENSMEUG00000000805	NA	0	NA	0
ENSMEUG00000000806	NA	0.164	NA	0.1750544
ENSMEUG00000000807	NA	3.4977639865	NA	6.263478
ENSMEUG00000000808	NA	4.8362639745	NA	0.8717585
ENSMEUG00000000809	NA	3.9303273815	NA	7.857993
ENSMEUG00000000810	NA	4.502359116	NA	2.280995
ENSMEUG00000000811	NA	0.070316699	NA	7.516393
ENSMEUG00000000812	NA	6.55945517	NA	9.475381
ENSMEUG00000000813	NA	2.2154805	NA	0.1195291
ENSMEUG00000000814	NA	4.395658129	NA	7.257001
ENSMEUG00000000815	NA	3.24319994	NA	5.13942
ENSMEUG00000000816	NA	0	NA	0
ENSMEUG00000000817	NA	3.7628026115	NA	4.221282
ENSMEUG00000000818	NA	4.092079219	NA	5.073486
ENSMEUG00000000819	NA	6.1179005485	NA	7.771635
ENSMEUG00000000820	NA	3.330366994	NA	3.249844
ENSMEUG00000000821	NA	4.589631078	NA	3.434048
ENSMEUG00000000822	NA	7.4390700275	NA	4.735468
ENSMEUG00000000823	NA	0	NA	0
ENSMEUG00000000824	NA	0.8324697495	NA	1.399177
ENSMEUG00000000825	NA	0.486910792	NA	3.707105
ENSMEUG00000000826	NA	7.0196294365	NA	5.366084
ENSMEUG00000000827	NA	0	NA	2.429213
ENSMEUG00000000828	NA	0.109850364	NA	0.1517757
ENSMEUG00000000829	NA	0.0860498	NA	0
ENSMEUG00000000830	NA	0.8547735	NA	2.944214
ENSMEUG00000000831	NA	3.587815025	NA	5.757546
ENSMEUG00000000832	NA	0.3028239675	NA	2.099403
ENSMEUG00000000833	NA	0	NA	0
ENSMEUG00000000834	NA	6.2537739025	NA	0.8011115
ENSMEUG00000000835	NA	0	NA	0
ENSMEUG00000000836	NA	2.4005939955	NA	4.901779
ENSMEUG00000000837	NA	6.4779992495	NA	4.925985
ENSMEUG00000000838	NA	2.107198134	NA	0.1844187
ENSMEUG00000000839	NA	0.8405215015	NA	1.800061
ENSMEUG00000000840	NA	0.05284065	NA	0.1171543
ENSMEUG00000000841	NA	7.0806318965	NA	5.591996
ENSMEUG00000000842	NA	5.9368846395	NA	7.102112
ENSMEUG00000000843	NA	1.9487438175	NA	1.004882
ENSMEUG00000000844	NA	0	NA	0
ENSMEUG00000000845	NA	0.569764293	NA	1.921326
ENSMEUG00000000846	NA	4.5697676835	NA	3.598937
ENSMEUG00000000847	NA	2.264990401	NA	0.3019107
ENSMEUG00000000848	NA	0.6540018175	NA	0.8195439
ENSMEUG00000000849	NA	1.6764748025	NA	0.3507213
ENSMEUG00000000850	NA	0	NA	0
ENSMEUG00000000851	NA	2.512742168	NA	1.818147
ENSMEUG00000000852	NA	1.0000090645	NA	1.417898
ENSMEUG00000000853	NA	1.6622362745	NA	3.684336
ENSMEUG00000000854	NA	2.7527990475	NA	4.360196
ENSMEUG00000000855	NA	3.36175062	NA	6.597935
ENSMEUG00000000856	NA	0	NA	0
ENSMEUG00000000857	NA	4.599247809	NA	4.06188
ENSMEUG00000000858	NA	1.746697868	NA	3.075259
ENSMEUG00000000859	NA	1.700273633	NA	0.4193361
ENSMEUG00000000860	NA	2.540809776	NA	6.658797
ENSMEUG00000000861	NA	1.85851007	NA	1.227162
ENSMEUG00000000862	NA	0.218233359	NA	1.701136
ENSMEUG00000000863	NA	0	NA	0
ENSMEUG00000000864	NA	1.0967601595	NA	1.666398
ENSMEUG00000000865	NA	0.305234784	NA	3.835085
ENSMEUG00000000866	NA	4.71752602	NA	5.378161
ENSMEUG00000000867	NA	8.243539213	NA	9.878115
ENSMEUG00000000868	NA	0.3292010355	NA	0.1753304
ENSMEUG00000000869	NA	0.1086083015	NA	4.934101
ENSMEUG00000000870	NA	3.5393365435	NA	0.9908692
ENSMEUG00000000871	NA	0.14950155	NA	0
ENSMEUG00000000872	NA	3.301490106	NA	4.842104
ENSMEUG00000000873	NA	0.517826	NA	1.886975
ENSMEUG00000000874	NA	0.091930897	NA	1.139044
ENSMEUG00000000875	NA	0	NA	5.30527
ENSMEUG00000000876	NA	0	NA	0.178526
ENSMEUG00000000877	NA	3.5386788945	NA	1.865016
ENSMEUG00000000878	NA	0	NA	0.1502308
ENSMEUG00000000879	NA	0.813815073	NA	0.985139
ENSMEUG00000000880	NA	5.236415474	NA	5.442117
ENSMEUG00000000881	NA	2.853321651	NA	4.206979
ENSMEUG00000000882	NA	7.534013328	NA	3.81107
ENSMEUG00000000883	NA	0	NA	1.149259
ENSMEUG00000000884	NA	3.3528323225	NA	0.9111247
ENSMEUG00000000885	NA	0.9190192245	NA	4.8325
ENSMEUG00000000886	NA	3.1328892545	NA	5.582405
ENSMEUG00000000887	NA	0.0650845	NA	0.762655
ENSMEUG00000000888	NA	2.650791736	NA	1.788289
ENSMEUG00000000889	NA	0.711615764	NA	0.2390754
ENSMEUG00000000890	NA	0.1428590155	NA	2.078446
ENSMEUG00000000891	NA	3.283555098	NA	0.3026255
ENSMEUG00000000892	NA	0	NA	0.08504306
ENSMEUG00000000893	NA	0.2709809	NA	0.6343312
ENSMEUG00000000894	NA	0.52115055	NA	7.595683
ENSMEUG00000000895	NA	3.972912971	NA	4.671724
ENSMEUG00000000896	NA	0	NA	0.2794808
ENSMEUG00000000897	NA	4.0018155405	NA	5.610609
ENSMEUG00000000898	NA	0.0564546665	NA	0.7832253
ENSMEUG00000000899	NA	3.1155589505	NA	0
ENSMEUG00000000900	NA	7.265263568	NA	8.681147
ENSMEUG00000000901	NA	4.934085513	NA	4.770776
ENSMEUG00000000902	NA	2.4374230685	NA	12.29823
ENSMEUG00000000903	NA	0.0864415	NA	0.06109377
ENSMEUG00000000904	NA	1.6935369975	NA	0
ENSMEUG00000000905	NA	3.514300513	NA	3.151221
ENSMEUG00000000906	NA	4.342113561	NA	1.499246
ENSMEUG00000000907	NA	5.421438143	NA	9.016003
ENSMEUG00000000908	NA	1.5279956205	NA	2.527143
ENSMEUG00000000909	NA	3.6802453965	NA	5.955387
ENSMEUG00000000910	NA	1.9741963645	NA	3.319718
ENSMEUG00000000911	NA	0.103337735	NA	1.363883
ENSMEUG00000000912	NA	1.9566179325	NA	1.245131
ENSMEUG00000000913	NA	2.8892593365	NA	2.592438
ENSMEUG00000000914	NA	5.386691071	NA	5.063852
ENSMEUG00000000915	NA	14.0770098545	NA	5.308863
ENSMEUG00000000916	NA	4.8537435645	NA	6.082673
ENSMEUG00000000917	NA	6.203821086	NA	7.675901
ENSMEUG00000000918	NA	1.605179588	NA	2.508079
ENSMEUG00000000919	NA	5.605006649	NA	0.1837533
ENSMEUG00000000920	NA	1.279692814	NA	4.056115
ENSMEUG00000000921	NA	4.40661082	NA	5.563045
ENSMEUG00000000922	NA	0.697956519	NA	5.505405
ENSMEUG00000000923	NA	1.4614049855	NA	5.196776
ENSMEUG00000000924	NA	0.26241045	NA	0.03982553
ENSMEUG00000000925	NA	3.935589285	NA	4.453346
ENSMEUG00000000926	NA	5.149227594	NA	5.914088
ENSMEUG00000000927	NA	2.478225181	NA	2.336863
ENSMEUG00000000928	NA	0	NA	4.772366
ENSMEUG00000000929	NA	0.206048557	NA	0.8809558
ENSMEUG00000000930	NA	0	NA	0.273961
ENSMEUG00000000931	NA	4.044690378	NA	5.169039
ENSMEUG00000000932	NA	0.244543933	NA	0.6569951
ENSMEUG00000000933	NA	7.336825451	NA	6.923613
ENSMEUG00000000934	NA	3.92262923	NA	0.172773
ENSMEUG00000000935	NA	3.027513263	NA	2.549026
ENSMEUG00000000936	NA	2.0830758195	NA	4.727327
ENSMEUG00000000937	NA	1.8632165355	NA	1.24749
ENSMEUG00000000938	NA	0.0552006	NA	2.53194
ENSMEUG00000000939	NA	1.8915717015	NA	0.3078062
ENSMEUG00000000940	NA	0	NA	0
ENSMEUG00000000941	NA	0	NA	2.481666
ENSMEUG00000000942	NA	0.384494763	NA	0.8554109
ENSMEUG00000000943	NA	3.459993083	NA	2.890375
ENSMEUG00000000944	NA	0.186750696	NA	0.4432587
ENSMEUG00000000945	NA	4.743091666	NA	0.2916201
ENSMEUG00000000946	NA	4.4598731635	NA	5.159403
ENSMEUG00000000947	NA	0	NA	2.076734
ENSMEUG00000000948	NA	7.28093296	NA	6.501568
ENSMEUG00000000949	NA	0.999559785	NA	2.833999
ENSMEUG00000000950	NA	2.5632426155	NA	4.778177
ENSMEUG00000000951	NA	0.7512099515	NA	0.09824733
ENSMEUG00000000952	NA	3.6632879595	NA	0
ENSMEUG00000000953	NA	5.251658924	NA	2.457066
ENSMEUG00000000954	NA	0	NA	0.02372758
ENSMEUG00000000955	NA	3.1298392205	NA	2.574085
ENSMEUG00000000956	NA	7.679407243	NA	5.757119
ENSMEUG00000000957	NA	7.562616913	NA	4.541546
ENSMEUG00000000958	NA	2.809100652	NA	2.463534
ENSMEUG00000000959	NA	5.345585049	NA	7.163469
ENSMEUG00000000960	NA	2.1475921165	NA	2.249655
ENSMEUG00000000961	NA	5.8755180555	NA	6.820651
ENSMEUG00000000962	NA	3.10122121	NA	3.756201
ENSMEUG00000000963	NA	10.936382766	NA	10.15861
ENSMEUG00000000964	NA	1.3253870145	NA	2.374052
ENSMEUG00000000965	NA	0.6858794795	NA	4.770337
ENSMEUG00000000966	NA	1.0213659385	NA	9.11052
ENSMEUG00000000967	NA	2.060967298	NA	5.793053
ENSMEUG00000000968	NA	6.599713787	NA	6.176055
ENSMEUG00000000969	NA	0.3315525115	NA	1.22451
ENSMEUG00000000970	NA	4.653880853	NA	5.283629
ENSMEUG00000000971	NA	2.598839094	NA	3.507173
ENSMEUG00000000972	NA	7.994450145	NA	4.183224
