brain	heart	kidney	liver	ovary
ENSSBOG00000026573	2.298259467	0	2.823199	1.587062497	3.33249885
ENSSBOG00000026574	4.71820488	2.763261	2.104643	4.019129882	3.06238425
ENSSBOG00000026575	1.787098082	0.6206765	1.6587	5.362599634	1.94318245
ENSSBOG00000026576	3.41061925	2.142784	1.744432	0.473829504	1.80275529
ENSSBOG00000026577	5.344721995	4.08363	4.647309	3.017627996	5.4732674
ENSSBOG00000026578	5.945972497	2.008102	3.290647	1.982144048	4.04577137
ENSSBOG00000026579	2.9630394	1.765198	1.629291	1.61758248	2.539063
ENSSBOG00000026580	5.552485896	4.089136	5.366628	3.150005562	6.01372219
ENSSBOG00000026581	1.486467253	0.3474876	2.458602	2.286307503	2.54541243
ENSSBOG00000026582	2.718628164	1.635392	2.943715	1.612513864	3.70600664
ENSSBOG00000026583	0	0	0	0	0
ENSSBOG00000026584	5.765969611	6.126027	6.120937	5.543328838	6.88039167
ENSSBOG00000026585	0.167645667	0	0.06780459	0.21263657	0.41076441
ENSSBOG00000026586	3.27741356	1.499389	0.7579458	1.202470006	0.59591321
ENSSBOG00000026587	2.314963291	0.5674247	0.9598302	0.588718233	1.94386133
ENSSBOG00000026588	5.949049284	0.3974635	3.995873	0.241614459	2.58812335
ENSSBOG00000026589	3.536512997	2.396258	3.216148	2.141076324	4.16971099
ENSSBOG00000026590	4.354085375	3.243096	3.670115	2.759010918	3.94394007
ENSSBOG00000026591	2.049623798	1.25486	2.520314	0.956794915	3.70560198
ENSSBOG00000026592	2.369287793	0	0.754407	0.149457088	1.4978065
ENSSBOG00000026593	1.231649902	0.1173457	2.508582	0.515876924	3.09191982
ENSSBOG00000026594	3.157110668	1.228733	2.507599	1.716055988	3.61979316
ENSSBOG00000026595	0.673300425	0	2.634886	1.059436271	3.12379199
ENSSBOG00000026596	8.407463227	7.023655	7.731815	6.756489607	7.98020814
ENSSBOG00000026597	4.64488187	2.742226	4.091471	3.512569502	4.97751348
ENSSBOG00000026598	0.123676657	0.8422612	0.758542	0	1.35418696
ENSSBOG00000026599	3.080279034	1.963304	2.598992	2.002162421	3.60312187
ENSSBOG00000026600	1.011195046	0	0	0	0
ENSSBOG00000026601	9.917941884	9.208985	10.28074	9.262372079	9.71745023
ENSSBOG00000026602	1.413881077	0.1988738	0.4867226	0.785579845	1.78935366
ENSSBOG00000026603	0	0	0	6.104864992	0.07763336
ENSSBOG00000026604	4.269728884	0.5406899	0.756376	0.090117536	1.08632861
ENSSBOG00000026605	0.101011949	0.3390302	3.296973	0	2.0695805
ENSSBOG00000026606	5.574322559	3.775553	5.168994	4.032586516	5.59714297
ENSSBOG00000026607	0.48446196	0	0	0	0.64057651
ENSSBOG00000026608	3.358958826	4.326739	5.701599	3.692962753	3.91117384
ENSSBOG00000026609	3.26774552	0	0.8798187	1.624227257	3.74977023
ENSSBOG00000026610	4.641002604	2.590669	7.937233	7.971756206	5.17623899
ENSSBOG00000026611	5.645066103	4.14207	4.708501	3.940495666	5.13527136
ENSSBOG00000026612	3.467566426	2.265182	1.857917	0	2.97996496
ENSSBOG00000026613	2.159315944	2.235577	1.750589	1.516675811	3.19158002
ENSSBOG00000026614	2.565811615	1.421659	2.702974	1.509764238	3.01788807
ENSSBOG00000026615	1.332975971	0.0769149	0.1626728	0.044708715	3.10162487
ENSSBOG00000026616	0.477376843	0.5720514	0.6857339	0.199615186	1.0785142
ENSSBOG00000026617	3.048244906	1.78046	2.611865	2.035401506	3.22455278
ENSSBOG00000026618	0	0	0.2895359	0	0.15004359
ENSSBOG00000026619	2.816470688	2.300029	4.497736	1.344748976	3.16360613
ENSSBOG00000026620	3.341456377	1.717991	5.820621	2.617754543	6.24899964
ENSSBOG00000026621	1.129988528	0.05930779	0.9057206	0.07190199	0.90484937
ENSSBOG00000026622	3.288335449	2.847797	5.483557	3.783838055	3.99784726
ENSSBOG00000026623	4.53792967	2.850633	4.083266	3.146273972	4.51284316
ENSSBOG00000026624	6.676295621	3.42503	5.092647	4.138257463	5.45689484
ENSSBOG00000026625	0	3.293529	6.218088	3.213936683	8.18955773
ENSSBOG00000026626	3.222461463	2.018745	2.836867	2.182199663	3.4972419
ENSSBOG00000026627	0.666265765	0.2467765	0.6640686	0.276982544	0.91743023
ENSSBOG00000026628	2.059012562	1.946562	3.257531	1.270939118	1.95826734
ENSSBOG00000026629	4.080742926	2.935086	3.36316	2.393105881	3.54337215
ENSSBOG00000026630	4.29437887	1.827297	3.031883	1.763465499	3.51430156
ENSSBOG00000026631	0.126787064	0.07422929	0	0	0
ENSSBOG00000026632	0	0	0	0	0.69747582
ENSSBOG00000026633	4.403607902	0.2350641	0.7348792	0.035165834	1.15297351
ENSSBOG00000026634	2.554313793	0.3084517	0.4054685	0.154848886	2.0300959
ENSSBOG00000026635	2.901125625	2.636901	3.915932	8.080748255	4.06171572
ENSSBOG00000026636	6.84489604	3.052862	4.559364	2.753595979	4.25169801
ENSSBOG00000026637	0.390999984	0	0	0	0
ENSSBOG00000026638	1.194389684	0.9207247	1.014798	0.172358218	0.3560604
ENSSBOG00000026639	0	0	0	0	0
ENSSBOG00000026640	3.35044067	0.3868723	5.052145	3.378899295	5.07736008
ENSSBOG00000026641	4.449744258	3.745735	4.103218	4.497639827	4.30414448
ENSSBOG00000026642	4.956759377	4.185463	5.951654	4.569241588	6.07938432
ENSSBOG00000026643	1.841276755	0.2055402	0.7224686	0.049204448	2.04259881
ENSSBOG00000026644	5.453929719	3.987034	5.496016	4.44892275	6.49523785
ENSSBOG00000026645	5.025604694	3.415783	4.337925	3.378329888	5.16167811
ENSSBOG00000026646	1.616948582	0.6380071	2.32558	4.367295574	1.44919105
ENSSBOG00000026647	0	0.2305277	0.8563236	1.269014589	0.80904889
ENSSBOG00000026648	0	0	0	0	0
ENSSBOG00000026649	5.178149322	3.893607	3.876909	3.550408193	3.83337995
ENSSBOG00000026650	2.668200931	1.921821	2.825087	2.157301174	3.15961466
ENSSBOG00000026651	4.78569858	3.132269	4.624741	4.007630577	4.92400152
ENSSBOG00000026652	6.24363481	5.811611	5.956499	5.842850642	7.02892636
ENSSBOG00000026653	5.63794057	4.166137	6.091478	7.556069157	5.55889822
ENSSBOG00000026654	2.837776767	1.946403	2.921842	1.891918988	4.10290584
ENSSBOG00000026655	2.28092366	1.23341	3.160252	2.606541721	3.38979806
ENSSBOG00000026656	3.666341899	1.289055	2.893094	1.559871098	3.03450803
ENSSBOG00000026657	5.556898384	4.497702	5.840473	3.991465611	5.33004168
ENSSBOG00000026658	6.070309892	0.2973041	0.09772688	0.1521977	0.48640444
ENSSBOG00000026659	6.276573712	3.69836	3.047845	1.042842589	3.73545719
ENSSBOG00000026660	1.496625963	0.2973159	1.250519	1.390029281	2.17129011
ENSSBOG00000026661	3.459059093	2.720804	3.907076	3.54296127	4.86563183
ENSSBOG00000026662	0.523043998	0.2832723	6.875989	7.572419807	8.28302351
ENSSBOG00000026663	3.407766056	1.874392	2.654796	2.452711394	3.19643944
ENSSBOG00000026664	1.92383185	0.7689871	0.6705367	2.047028784	2.72586328
ENSSBOG00000026665	0.748210457	0.04387235	0.06175367	0.052738899	0.43249767
ENSSBOG00000026666	2.742624992	0	0.1094461	0.14404637	0.52195528
ENSSBOG00000026667	2.361987273	0.02640575	1.938602	0	2.50200719
ENSSBOG00000026668	0.830979979	0.216681	7.992069	8.924527796	0.6297439
ENSSBOG00000026669	1.344720575	0.3983537	0.8802302	0.677227682	1.3913608
ENSSBOG00000026670	2.899909362	6.235862	7.502641	3.340973799	7.40355235
ENSSBOG00000026671	7.190373173	6.581642	6.332971	6.233881735	6.46750285
ENSSBOG00000026672	2.523885585	0	0	0	0
ENSSBOG00000026673	4.828146134	4.036754	3.235187	0.607287225	4.94913891
ENSSBOG00000026674	0.233318721	0.04924544	0.06437796	0	0
ENSSBOG00000026675	6.676904879	5.579696	6.211933	4.835699772	6.88561268
ENSSBOG00000026676	0	0	0.7739221	0.484546515	0
ENSSBOG00000026677	5.142299063	2.667327	4.029002	3.359969483	4.27706976
ENSSBOG00000026678	2.51490243	2.851561	2.696368	2.78255115	2.13297489
ENSSBOG00000026679	0	0	0	0	0
ENSSBOG00000026680	1.791922399	1.0514	1.938278	1.377484725	2.56056334
ENSSBOG00000026681	3.276812267	4.64637	4.936657	4.283336577	5.31983828
ENSSBOG00000026682	4.508910316	0.7598359	3.019617	1.520754125	2.31803912
ENSSBOG00000026683	5.628318672	0.8832939	0	0	0.56425719
ENSSBOG00000026684	0	0	0	0	0
ENSSBOG00000026685	4.461620231	3.31055	5.38861	2.866209699	5.51845331
ENSSBOG00000026686	5.512049858	4.252211	7.105353	3.07252431	7.46762185
ENSSBOG00000026687	0	0	0	0	0
ENSSBOG00000026688	5.626932606	6.486845	6.760729	6.161408048	5.7809557
ENSSBOG00000026689	1.303359931	0.7802673	1.23134	0.540112598	2.14397782
ENSSBOG00000026690	5.573795615	3.81493	7.635979	7.478826234	5.90817643
ENSSBOG00000026691	4.210533812	1.4663	3.063812	1.048543807	3.8423956
ENSSBOG00000026692	3.242024703	0.6826191	2.025978	0.56020234	2.98498483
ENSSBOG00000026693	3.487801454	2.982133	3.483193	2.607333865	4.45432374
ENSSBOG00000026694	2.903476027	0.05324594	2.013176	0.842859792	2.56381708
ENSSBOG00000026695	4.572499846	2.869984	4.291312	3.620411634	4.18944664
ENSSBOG00000026696	0.455945005	6.5598	0	0.370572754	0.24808787
ENSSBOG00000026698	4.392958318	5.157325	1.07301	0.317841216	4.33264371
ENSSBOG00000026699	4.99579202	3.443445	4.630813	3.734362139	5.46719371
ENSSBOG00000026700	3.15613608	1.991884	2.805476	2.321039121	3.34614804
ENSSBOG00000026701	3.131507174	1.973769	4.933492	2.826904351	5.36362316
ENSSBOG00000026702	0	0	0	0	0
ENSSBOG00000026703	7.40424152	2.522666	4.645968	4.898442493	2.74265733
ENSSBOG00000026704	7.360104371	2.869024	2.571201	0.222624058	3.677568
ENSSBOG00000026705	7.526115774	7.493303	7.72196	7.019902028	8.95408287
ENSSBOG00000026706	0	0	0.2368808	0	0.12159064
ENSSBOG00000026707	3.550538715	1.921935	2.535513	2.003467675	3.07761867
ENSSBOG00000026708	1.32399659	4.106749	3.019248	1.804315881	4.3470448
ENSSBOG00000026709	3.658458063	1.467032	1.828809	0.670910838	2.4639436
ENSSBOG00000026710	3.67639154	2.822018	3.589164	2.845435855	4.21618322
ENSSBOG00000026711	4.221538402	0.9188045	3.006178	1.326692654	3.2093551
ENSSBOG00000026712	2.374836397	3.960206	5.95758	2.675251386	7.14228068
ENSSBOG00000026713	3.501013599	1.527741	3.674366	1.792224842	3.7166705
ENSSBOG00000026714	5.612768261	0	0.5820742	0	0
ENSSBOG00000026715	5.973257905	4.653696	5.493933	4.694004785	5.72838256
ENSSBOG00000026716	2.079221075	1.219394	3.025112	2.431601566	3.14571821
ENSSBOG00000026717	2.10441718	0.4212185	1.43883	2.130677223	2.55134621
ENSSBOG00000026718	0	0	0	0	0
ENSSBOG00000026719	3.040766211	1.902	4.261674	4.992922479	5.59818652
ENSSBOG00000026720	2.855956818	1.598839	2.858801	1.655038524	3.20393563
ENSSBOG00000026721	6.207877238	5.507249	1.592877	3.085628604	4.06345117
ENSSBOG00000026722	6.468869514	1.088438	3.514677	0.417864934	2.6934883
ENSSBOG00000026723	1.122838346	1.763951	2.908371	0.95257735	2.89639393
ENSSBOG00000026724	0.077697342	0.08393428	0.06120177	0.740582222	0.17193056
ENSSBOG00000026725	5.73602844	5.081263	6.169298	4.882104995	5.96876355
ENSSBOG00000026726	2.66569747	5.665305	4.631069	5.145758961	4.45734476
ENSSBOG00000026727	3.267744172	1.087931	2.405892	2.043113837	3.43868528
ENSSBOG00000026728	0	1.66607	3.114755	1.6764615	3.34496765
ENSSBOG00000026729	0	0	0.4641528	0	0
ENSSBOG00000026730	1.384442211	4.174606	4.631442	4.852048791	5.70291514
ENSSBOG00000026731	3.739969042	3.274371	3.566869	3.421461383	4.85762774
ENSSBOG00000026732	0.83772773	6.02726	0.582001	0.285779786	1.29683914
ENSSBOG00000026733	0	0	1.637235	0	0
ENSSBOG00000026734	8.738430088	6.41527	7.344296	6.361310428	6.09809316
ENSSBOG00000026735	2.968488936	0.04028928	0.1407551	0	1.09649126
ENSSBOG00000026736	4.039770093	3.389889	3.807458	2.985307329	4.39771946
ENSSBOG00000026737	3.317507259	1.417511	3.22396	2.734474218	4.5998565
ENSSBOG00000026738	0.863682389	0	5.155978	0.293445825	3.8558522
ENSSBOG00000026739	3.118709891	0.04500115	0.1845605	0	0.31509665
ENSSBOG00000026740	5.093585528	1.942957	3.985965	2.97150125	4.40394255
ENSSBOG00000026741	7.992997798	3.66999	4.059534	2.302277517	4.01546992
ENSSBOG00000026742	0	0	0	0	0
ENSSBOG00000026743	1.911933129	0.343202	0.6352213	0.455748311	1.51775945
ENSSBOG00000026744	2.599097564	1.425285	2.559592	1.28046999	2.19647013
ENSSBOG00000026745	0	0	0	0	0
ENSSBOG00000026746	0.360445189	0	0	0	0.06154839
ENSSBOG00000026747	3.710029442	2.297755	2.923862	6.01611964	2.31213365
ENSSBOG00000026748	6.626856407	4.414967	3.415572	2.024376421	4.48634702
ENSSBOG00000026749	5.363573055	3.958261	4.156692	3.632126615	4.9907457
ENSSBOG00000026750	2.033640777	0.2674399	1.41116	0.904931047	1.28154396
ENSSBOG00000026751	4.002603517	3.060886	4.383697	3.358140926	5.24467208
ENSSBOG00000026752	9.416281159	5.973768	7.525046	6.784475767	7.75079085
ENSSBOG00000026753	0	0.08985173	5.9412	6.053860735	0
ENSSBOG00000026754	0.684656285	0.04796743	0	0	0.12909755
ENSSBOG00000026755	3.687651714	3.111388	3.036081	2.285479208	4.11936725
ENSSBOG00000026756	7.214385182	4.802033	5.353909	3.274100607	5.76834553
ENSSBOG00000026757	0	0	1.149851	0	0
ENSSBOG00000026758	4.726786541	1.989996	3.437943	1.756267982	4.1997485
ENSSBOG00000026759	0.460215183	0	0.8946081	0.204666603	2.78132278
ENSSBOG00000026760	4.820407503	0.02788654	0.01815115	0	0.03667268
ENSSBOG00000026761	1.861375788	0.5387298	3.042699	1.675829478	3.32327494
ENSSBOG00000026762	5.425717769	3.412509	3.250789	3.450332367	3.24924204
ENSSBOG00000026763	0	0	0	0	0
ENSSBOG00000026764	6.26319178	3.556989	5.385286	3.503686025	5.47275036
ENSSBOG00000026765	1.319471692	0.04503415	2.365068	2.592404412	1.53950626
ENSSBOG00000026766	4.158724796	2.581452	3.117436	2.149399205	3.69172398
ENSSBOG00000026767	6.987093437	7.719683	7.876609	5.161629747	9.9230199
ENSSBOG00000026768	0.42077234	0.04868065	0.1584094	1.93456934	0.29722312
ENSSBOG00000026769	0.449264486	0.5026667	1.51079	0	2.86688425
ENSSBOG00000026770	0	0	0	0	1.44878997
ENSSBOG00000026771	0	0	1.66107	0.081975882	0.66756518
ENSSBOG00000026772	2.662020878	1.428609	1.605831	1.714627987	2.96723502
ENSSBOG00000026773	2.849809155	0	3.613037	0	3.64032014
ENSSBOG00000026774	2.28883692	1.247685	1.820636	1.098278057	2.22801517
ENSSBOG00000026775	5.523335184	3.669133	4.951903	3.540987671	5.24698376
ENSSBOG00000026776	2.121635792	1.450786	2.618762	1.716297795	4.04256896
ENSSBOG00000026777	2.813688856	0.1503244	1.120724	0.334561411	1.546329
ENSSBOG00000026778	5.096894327	4.191143	4.753149	3.638282057	3.84000996
ENSSBOG00000026779	4.382427936	0.4711313	1.990126	0.091261798	3.02628841
ENSSBOG00000026780	5.941160317	3.967224	5.064486	3.679130995	5.27223599
ENSSBOG00000026781	4.512736987	0.7198425	1.299297	0.383211584	3.23308736
ENSSBOG00000026782	0.987169493	0.8830621	1.154373	2.330162537	2.33962086
ENSSBOG00000026783	0.111442288	0	1.488366	1.473563543	0.16770732
ENSSBOG00000026784	5.274682852	4.377376	3.832321	5.1287017	3.93058596
ENSSBOG00000026785	0.305158065	0	0.1258504	0.209195061	2.40127712
ENSSBOG00000026786	1.669761536	0	0	0	0.39177322
ENSSBOG00000026787	3.46086049	2.712693	3.340189	1.01341938	6.14050915
ENSSBOG00000026788	2.59259242	1.121745	2.145599	0.251336868	3.67566804
ENSSBOG00000026789	3.078609835	2.289069	2.993225	1.628530987	3.69972596
ENSSBOG00000026790	7.341969563	3.652287	3.811282	0.523787755	3.84402604
ENSSBOG00000026791	4.951657727	5.584779	3.907046	1.280698624	5.26623559
ENSSBOG00000026792	0.991388148	0.4077845	0.912157	0.690118468	1.40886943
ENSSBOG00000026793	2.346227914	1.081885	1.912198	1.210906247	1.83052907
ENSSBOG00000026794	3.523615899	2.8875	4.065196	1.018059403	4.21024164
ENSSBOG00000026795	0.746112366	0.2975589	0.3883406	0	0.26055686
ENSSBOG00000026796	3.118658734	0.7206147	2.279165	0.750916876	1.61194665
ENSSBOG00000026797	0	0	0	0	1.79290531
ENSSBOG00000026798	3.378949914	1.825668	3.240327	2.177886897	4.9200317
ENSSBOG00000026799	2.952363016	0.509109	2.622069	0.686340057	4.6215391
ENSSBOG00000026800	1.289858067	0.4535239	1.196368	1.007439519	1.45240566
ENSSBOG00000026801	4.856174008	1.050098	0	1.775581575	2.07680192
ENSSBOG00000026802	0	0	0	0	0
ENSSBOG00000026803	0	0	0	0	0
ENSSBOG00000026804	8.610781253	6.362941	8.865455	8.269692423	8.39214137
ENSSBOG00000026805	2.862750909	1.289923	3.358102	5.895661311	3.55103606
ENSSBOG00000026806	1.328181589	0	0	0	0
ENSSBOG00000026807	1.891730247	0.8922853	1.431318	4.492763347	3.16742698
ENSSBOG00000026808	1.400701863	2.072778	2.344459	2.774504554	2.6810354
ENSSBOG00000026809	5.97961154	1.907183	1.455944	0.021630812	0.8703008
ENSSBOG00000026810	0	0	0	0	0.21570096
ENSSBOG00000026811	5.609358901	0.09233262	0.04948775	0.040955116	0.09668218
ENSSBOG00000026812	0	0	0	0	0
ENSSBOG00000026813	4.725528499	2.874185	3.030011	2.803355178	3.98117811
ENSSBOG00000026814	8.040289721	7.252836	8.57389	7.547488389	9.53957372
ENSSBOG00000026815	3.539993781	0.04374401	0.1754684	0.421347733	0.16709968
ENSSBOG00000026816	1.482532869	0.8101988	0.9916806	0	0.4122439
ENSSBOG00000026817	2.785054154	1.410617	3.260419	1.028761499	2.64693911
ENSSBOG00000026818	3.373057929	2.930533	3.037461	4.084412987	3.73191092
ENSSBOG00000026819	8.859803733	5.245497	5.958528	5.034367162	6.34620061
ENSSBOG00000026820	0	0	0	0	0
ENSSBOG00000026821	0.204796793	7.003096	0.1623622	0.050544882	0.1644645
ENSSBOG00000026822	4.525483224	1.250457	3.304688	2.126849654	3.87790421
ENSSBOG00000026823	0	0	0.03854491	0	0.03757424
ENSSBOG00000026824	3.909853732	2.237652	3.964944	3.063515022	5.02491802
ENSSBOG00000026825	3.110568708	2.182913	3.946328	1.954656038	4.4478146
ENSSBOG00000026826	0.898361613	0.424877	1.265953	0.083018068	2.27977139
ENSSBOG00000026827	2.279536669	0.4292442	3.837459	4.774043781	1.79523082
ENSSBOG00000026828	0	0.02643139	0.1938853	0.033092822	0.32530697
ENSSBOG00000026829	0	0	0.08455987	0.076553349	0.68871033
ENSSBOG00000026830	0	0.0103486	2.845275	0.266669022	0.19010899
ENSSBOG00000026831	0	0.2417914	1.010071	0	1.10512825
ENSSBOG00000026832	2.9555174	0.6149256	1.061078	0.380530108	1.72808159
ENSSBOG00000026833	0	0	2.887829	0	5.45255261
ENSSBOG00000026834	1.356493171	0.06151922	0.4105187	0	0.51988505
ENSSBOG00000026835	0	0	0	0	0
ENSSBOG00000026836	0.834191801	0	1.358396	0.033434843	1.68706517
ENSSBOG00000026837	4.128184997	4.606756	2.953112	1.062806967	3.13181948
ENSSBOG00000026838	1.678874181	0.9041195	1.74211	0.408383617	1.97655794
ENSSBOG00000026839	0	0	0	0	0
ENSSBOG00000026840	4.389335521	4.948747	5.636843	4.943268263	6.99192416
ENSSBOG00000026841	4.08016645	2.682414	1.61372	1.5044348	1.84576785
ENSSBOG00000026842	4.424934245	0.9769582	2.429288	0.478101008	2.59666709
ENSSBOG00000026843	2.213716502	3.447775	3.015996	2.774980987	3.69145577
ENSSBOG00000026844	1.859027316	0.1045651	4.347829	1.292499071	3.76976116
ENSSBOG00000026845	1.347348172	5.804177	2.140573	1.562967711	3.22091032
ENSSBOG00000026846	2.9306503	2.030709	2.445721	2.369407853	5.22393605
ENSSBOG00000026847	5.338212595	2.948183	2.659814	1.34696086	4.20158054
ENSSBOG00000026848	3.338427267	1.972399	2.70851	2.100079467	3.96187332
ENSSBOG00000026849	3.804481099	2.586942	4.777835	2.713645232	4.61553224
ENSSBOG00000026850	3.429267801	1.642142	2.170528	1.391476293	2.75984612
ENSSBOG00000026851	3.169450437	4.559731	4.873631	6.60895114	6.13511023
ENSSBOG00000026852	0	0	0	0.185945178	0.29338697
ENSSBOG00000026853	2.196588161	0	1.260128	0	0.68735816
ENSSBOG00000026854	3.896707789	1.55981	1.936613	0.14760107	4.07830241
ENSSBOG00000026855	0	0	2.578291	0	0
ENSSBOG00000026856	3.438656792	1.232916	3.840896	1.594968876	4.32126214
ENSSBOG00000026857	5.564477806	3.32128	3.806242	2.018974779	5.25611092
ENSSBOG00000026858	4.934014443	3.445209	4.729749	2.933373593	5.29592502
ENSSBOG00000026859	0.086062374	0	2.923341	0	3.13952843
ENSSBOG00000026860	4.054674857	3.328381	5.321708	2.887729963	6.19659131
ENSSBOG00000026861	5.131441322	0.04678802	1.21908	0.05333036	1.45433911
ENSSBOG00000026862	0.577422544	0.3484069	1.202149	1.936463816	3.39059891
ENSSBOG00000026863	7.231274951	6.873561	7.326302	5.850261862	7.55098375
ENSSBOG00000026864	0	0	0	0	0.15109636
ENSSBOG00000026865	1.238016401	0.4778441	1.741182	4.875042803	1.06113332
ENSSBOG00000026866	5.935865625	4.044359	5.077985	3.831510442	5.28334695
ENSSBOG00000026867	3.069318932	2.950753	5.403442	6.33525528	5.89652466
ENSSBOG00000026868	0.79972477	0	0.2460833	0	0
ENSSBOG00000026869	2.579848712	1.422012	1.967283	0.935548758	2.7241853
ENSSBOG00000026870	4.322860352	0.1904176	1.984109	0.816398186	1.81905174
ENSSBOG00000026871	1.440298453	2.034702	4.250378	4.066106417	5.05634942
ENSSBOG00000026872	7.214763033	1.803263	3.552824	2.244536996	3.71186126
ENSSBOG00000026873	2.732071616	4.767395	7.600574	7.637640891	5.65352839
ENSSBOG00000026874	0.234625168	0	0	0	0
ENSSBOG00000026875	0	0	0	0	0
ENSSBOG00000026876	2.31444882	0.7575304	1.870789	1.054113088	3.02824911
ENSSBOG00000026877	0	0	0	0	0
ENSSBOG00000026878	2.190878724	1.087339	2.178604	1.248891823	3.28243239
ENSSBOG00000026879	2.351512434	1.903061	2.824546	2.825934162	3.52407622
ENSSBOG00000026880	1.254811701	1.494713	3.684381	0.31467263	2.4732622
ENSSBOG00000026881	0.315537249	0.1829986	0.6884839	0	0.4397795
ENSSBOG00000026882	1.506490235	0.1431374	0.3752241	7.505112858	0.59421316
ENSSBOG00000026883	3.19205052	0.9406027	2.491936	1.199072478	3.37853534
ENSSBOG00000026884	8.490738585	0	2.336166	0	3.62727998
ENSSBOG00000026885	0	2.593939	0	0	0
ENSSBOG00000026886	2.746721221	3.28507	3.366297	6.127483865	2.07333011
ENSSBOG00000026887	0.08413354	0	1.72809	0.053770306	0.06416215
ENSSBOG00000026888	3.761285273	1.662846	3.081105	2.880907259	3.65495999
ENSSBOG00000026889	2.669312554	0.09302748	3.969454	5.207267431	4.55081449
ENSSBOG00000026890	3.248505964	0.6849596	3.2184	1.171635985	4.56095866
ENSSBOG00000026891	0.826558656	0	0	0	0
ENSSBOG00000026892	0	0	2.086461	0.631926582	1.29740861
ENSSBOG00000026893	2.4402001	1.242816	2.427027	1.470156782	3.26034789
